bite_date,species,breed,gender,color,vaccination_yrs,vaccination_date,victim_zip,adv_issued,bite_location,quarantine_date,disposition,head_sent_date,release_date,results
2015-08-11,DOG,DACHSHUND,UNKNOWN,BLACK/WHIT,,,40219,,UNKNOWN,,,,,
2015-08-11,DOG,GERM SHEPHERD,MALE,BRWN/BLK,3,2014-12-31 0:00,40210,,BODY,,,,2015-08-24 0:00,
2015-08-11,CAT,,MALE,GREY & WHT,1,2015-04-04 0:00,40245,,,,,,2015-08-25 0:00,
2015-08-14,DOG,PIT BULL,UNKNOWN,TAN/WHT,3,2015-08-25 0:00,40014,,BODY,,,,2015-08-25 0:00,
2015-08-10,DOG,BOXER,MALE,BRN WHITE,1,2015-03-25 0:00,40299,,BODY,,,,2015-08-21 0:00,
2015-08-10,DOG,CHICHAUHUA,MALE,BLACK,,2015-04-19 0:00,40272,,BODY,,,,,
2015-08-12,DOG,,MALE,BRN BLK,3,2015-08-12 0:00,40220,,BODY,,,,2015-08-24 0:00,
2015-08-15,DOG,ENG. MASTIFF,FEMALE,BLONDE,,,40067,,HEAD,,,,,
,CAT,,FEMALE,BLACK,,,40059,,,,,,2015-08-24 0:00,
,DOG,CHICHAUHUA,,BLACK,,,40204,,,,,,,
2015-08-15,CAT,,UNKNOWN,,1,2015-08-27 0:00,40217,,UNKNOWN,,,,2015-08-27 0:00,
2015-08-15,DOG,ROTTWEILER,UNKNOWN,BLACK/BRN,1,2015-08-28 0:00,40214,,BODY,,,,2015-08-25 0:00,
2015-08-17,CAT,OTHER,MALE,GRAY,,,40272,,BODY,,,,,
2015-08-17,DOG,LABRADOR RETRIV,FEMALE,BLACK,3,2015-05-18 0:00,40299,,UNKNOWN,,,,2015-08-27 0:00,
2015-08-17,DOG,BORDER COLLIE,MALE,BLCK WHITE,1,2015-09-02 0:00,40219,,HEAD,,,,2015-08-27 0:00,
2015-08-14,DOG,COCKER SPAINEL,MALE,BLACK,,,40229,,UNKNOWN,,,,2015-08-24 0:00,
2015-08-17,DOG,,FEMALE,TAN,,,40215,,BODY,,,,,
2015-08-12,DOG,LABRADOR RETRIV,FEMALE,BROWN,1,2015-08-13 0:00,40243,,UNKNOWN,,,,2015-08-24 0:00,
2015-08-15,DOG,,MALE,BLK WHT,,2015-01-16 0:00,40241,,HEAD,,,,2015-08-25 0:00,
2015-08-14,DOG,GOLDEN LAB,MALE,YELLOW,1,2015-04-01 0:00,40245,,BODY,,,,2015-08-24 0:00,
2015-08-16,BAT,,,,,,40206,,BODY,,,,,
2015-08-15,DOG,,,BRN BLACK,1,2015-03-02 0:00,40241,,UNKNOWN,,,,2015-08-25 0:00,
2015-08-20,DOG,GERM SHEPHERD,,BROWN BLK,,,40205,,UNKNOWN,,,,,
,BAT,,,,,,40245,,,,,,,
,BAT,,,,,,40299,,,,,,,
2015-08-23,DOG,BOXER,MALE,BRN WHITE,1,2015-09-10 0:00,40212,,HEAD,,,,2015-09-01 0:00,
2015-08-22,CAT,,MALE,GREY,1,2014-10-01 0:00,40206,,BODY,,,,2015-09-02 0:00,
2015-08-22,DOG,,FEMALE,WHITE,1,2015-02-17 0:00,40218,,BODY,,,,2015-09-02 0:00,
2015-08-23,DOG,,,,,,40229,,HEAD,,,,,
2015-08-23,DOG,PIT BULL,MALE,BLK WHTE,,,40202,,BODY,,,,,
2015-08-22,DOG,,,,1,2015-06-05 0:00,40210,,BODY,,,,2015-09-01 0:00,
2015-08-21,DOG,PIT BULL,FEMALE,BRINDLE,1,2014-12-18 0:00,40216,,BODY,,,,2015-09-02 0:00,
2015-08-21,DOG,,,,,,40059,,BODY,,,,,
2015-08-24,DOG,DOTSON,MALE,BROWN,,2014-04-10 0:00,40229,,UNKNOWN,,,,2015-09-10 0:00,
2015-08-21,DOG,LABRADOR RETRIV,MALE,BLK/WHT,,,40212,,BODY,,,,,
2015-08-19,DOG,SHIH TZU,UNKNOWN,BLACK,,,40212,,BODY,,,,,
2015-08-19,CAT,,,,,,,,BODY,,,,,
2015-08-26,DOG,GERM SHEPHERD,MALE,BRN/BLK,1,2015-05-25 0:00,40214,,HEAD,,,,2015-09-09 0:00,
2015-08-26,DOG,,FEMALE,TAN,1,2015-08-20 0:00,40241,,HEAD,,,,2015-09-08 0:00,
2015-08-27,DOG,TOY FOX TERRIER,UNKNOWN,BLK/WHT,3,2015-02-14 0:00,40220,,BODY,,,,2015-09-08 0:00,
2015-08-28,DOG,MALTASE,MALE,WHITE,,2015-08-01 0:00,40228,,UNKNOWN,,,,2015-09-08 0:00,
2015-08-28,DOG,ENGLISH BULLDOG,FEMALE,FAWN/WHT,3,2015-07-30 0:00,40241,,UNKNOWN,,,,2015-09-08 0:00,
2015-08-29,DOG,OTHER,MALE,RED/BRWN,3,2013-09-16 0:00,40222,,HEAD,,,,2015-09-08 0:00,
2015-08-27,DOG,GERM SHEPHERD,UNKNOWN,BLK/BRN,1,2015-08-27 0:00,40245,,BODY,,,,2015-09-08 0:00,
,CAT,OTHER,UNKNOWN,BLK/WHT,,,40229,,,,,,,
2015-08-29,DOG,,FEMALE,BRN/BLK,3,2015-08-26 0:00,40245,,BODY,,,,2015-09-08 0:00,
2015-08-28,DOG,YORKSHIRE TERRIER,FEMALE,RED/BLK,1,2015-09-18 0:00,40241,,BODY,,,,2015-09-10 0:00,
2015-08-29,DOG,BOXER,MALE,BLK/WHT,1,2015-06-08 0:00,40241,,BODY,,,,2015-09-09 0:00,
2015-08-26,DOG,BOXER,UNKNOWN,BLK WHT,,,40220,,BODY,,,,2015-09-15 0:00,
2015-08-30,DOG,PIT BULL,UNKNOWN,,,,40272,,BODY,,,,,
,DOG,SHIH TZU,UNKNOWN,BLONDE,1,2015-06-04 0:00,40207,,,,,,2015-09-10 0:00,
2015-08-31,DOG,PIT BULL,UNKNOWN,WHT/BRN,,,40220,,BODY,,,,,
2015-09-01,DOG,LABRADOR RETRIV,UNKNOWN,BLACK,1,2015-09-02 0:00,40206,,BODY,,,,2015-09-11 0:00,
,DOG,,UNKNOWN,,1,2015-09-30 0:00,40220,,,,,,2015-09-11 0:00,
2015-09-02,DOG,SHEEP DOG,FEMALE,WHT/GRY,1,2014-11-15 0:00,40222,,HEAD,,,,2015-09-14 0:00,
,DOG,,UNKNOWN,WHITE,,,40205,,,,,,,
2015-09-03,DOG,CHICHAUHUA,,,,,40245,,BODY,,,,,
2015-09-05,DOG,GERM SHEPHERD,MALE,BLK TAN,1,2015-09-06 0:00,40218,,UNKNOWN,,,,2015-09-15 0:00,
2015-09-05,DOG,BLACK LAB,MALE,BLACK,3,2013-11-21 0:00,40241,,UNKNOWN,,,,2015-09-15 0:00,
2015-09-05,DOG,PIT BULL,,BLK WHITE,,,36362,,BODY,,,,2015-09-15 0:00,
2015-09-05,DOG,PIT BULL,MALE,BROWN,1,2015-02-11 0:00,40213,,HEAD,,,,2015-09-15 0:00,
2015-09-03,DOG,PIT BULL,MALE,BLK WHTE,1,2015-10-31 0:00,40222,,BODY,,,,,
,DOG,LABRADOR RETRIV,MALE,BRINDLE,1,2015-07-26 0:00,40299,,,,,,2015-09-16 0:00,
2015-09-06,DOG,,MALE,BLK WHT,1,2015-05-20 0:00,40222,,BODY,,,,2015-09-16 0:00,
2015-09-04,CAT,,MALE,WHTIE,1,2015-04-08 0:00,40228,,UNKNOWN,,,,2015-09-15 0:00,
,BAT,,,,,,40242,,,,,,2015-09-01 0:00,NEGATIVE
2015-08-27,DOG,AAUST. TERR.,MALE,RED,1,2015-01-09 0:00,40219,,BODY,,,,2015-09-09 0:00,
2015-08-28,DOG,PIT BULL,MALE,BROWN,1,2015-09-28 0:00,40162,,BODY,,,,2015-09-09 0:00,
2015-09-05,DOG,CHICHAUHUA,FEMALE,BLK WHT,,2015-04-08 0:00,40202,,BODY,,,,2015-09-15 0:00,
2015-09-06,DOG,PIT BULL,MALE,GRY WHT,1,2015-03-29 0:00,40215,,BODY,,,,2015-09-16 0:00,
2015-08-31,DOG,AM BULLDOG,MALE,WHT BRN,1,2015-01-12 0:00,40215,,BODY,,,,2015-09-10 0:00,
2015-08-28,DOG,CHICHAUHUA,MALE,BRN,,2015-08-07 0:00,40218,,BODY,,,,,
2015-08-29,DOG,,MALE,GRY WHT,,,40216,,HEAD,,,,,
2015-09-01,CAT,,MALE,ORG WHT,,,40204,,BODY,,,,,
2015-09-05,DOG,GERM SHEPHERD,FEMALE,BLK BRN,1,2015-03-17 0:00,40291,,BODY,,,,2015-09-15 0:00,
2015-09-13,DOG,,FEMALE,BROWN,1,2015-09-28 0:00,40291,,UNKNOWN,,,,2015-09-24 0:00,
2015-09-12,DOG,AAUST. TERR.,FEMALE,BRN BLCK,1,2015-05-08 0:00,40272,,UNKNOWN,,,,2015-09-24 0:00,
2015-09-10,DOG,TOY POODLE,MALE,BROWN,1,2013-09-12 0:00,40220,,BODY,,,,2015-09-21 0:00,
2015-09-11,CAT,,MALE,WHT/BRN,,,40205,,UNKNOWN,,,,,
2015-09-12,DOG,RAT TERRIER,MALE,WHT BLACK,1,2015-03-23 0:00,40243,,BODY,,,,2015-10-13 0:00,
2015-09-13,CAT,,FEMALE,BLK TAN,,,40299,,BODY,,,,2015-09-23 0:00,
2015-09-13,CAT,,MALE,GRAY,1,2015-09-12 0:00,40223,,UNKNOWN,,,,2015-09-22 0:00,
2015-09-13,CAT,,MALE,BLK WHT,,2015-08-19 0:00,40205,,BODY,,,,2015-09-23 0:00,
2015-09-11,DOG,ST BERNARD,UNKNOWN,,,,47130,,BODY,,,,,
2015-09-13,DOG,GERM SHEPHERD,MALE,BLACK BRN,,2015-05-02 0:00,40215,,BODY,,,,2015-09-23 0:00,
2015-09-08,DOG,COLLIE,FEMALE,BRN WHT,,,40215,,BODY,,,,2015-09-18 0:00,
2015-09-04,DOG,ROTTWEILER,,,,,40215,,BODY,,,,,
2015-09-10,DOG,PIT BULL,MALE,SILVER WHT,,2014-07-14 0:00,40258,,HEAD,,,,,
2015-09-15,DOG,SIBERAN HUSKY,MALE,BRN WHT,,,40214,,BODY,,,,,
2015-09-10,DOG,PIT BULL,MALE,BLU WHITE,,,40160,,BODY,,,,,
2015-09-07,DOG,SHIH TZU,FEMALE,WHT GRY,,,40217,,BODY,,,,,
2015-09-11,DOG,SHEEP DOG,FEMALE,WHITE,,,40241,,BODY,,,,,
2015-09-14,DOG,,,BROWN,,,40214,,BODY,,,,,
2015-09-15,DOG,PIT BULL,FEMALE,TAN,1,2014-10-23 0:00,40213,,UNKNOWN,,,,2015-09-25 0:00,
2015-09-16,DOG,PIT BULL,FEMALE,BLK WHT,1,2014-10-23 0:00,40218,,BODY,,,,,
2015-09-14,CAT,,MALE,,,,40220,,UNKNOWN,,,,,
,BAT,,,,,,40202,,,,,,,
2015-09-16,DOG,PIT BULL,MALE,BROWN,,,40272,,HEAD,,,,,
2015-09-12,DOG,,MALE,BLACK WHT,1,2015-04-20 0:00,40216,,UNKNOWN,,,,2015-09-23 0:00,
2015-09-17,HORSE,,,BROWN,,,40220,,UNKNOWN,,,,,
2015-09-17,,,,,,,40218,,BODY,,,,,
2015-09-16,CAT,,FEMALE,BLK,3,2013-01-21 0:00,40222,,BODY,,,,2015-09-29 0:00,
2015-09-17,DOG,COLLIE,MALE,BLK TAN,1,2014-12-16 0:00,40217,,UNKNOWN,,,,2015-09-28 0:00,
2015-09-18,DOG,,MALE,BROWN,1,2015-07-10 0:00,40206,,UNKNOWN,,,,2015-09-28 0:00,
2015-09-06,DOG,BOXER,,BROWN,3,2015-05-21 0:00,40222,,BODY,,,,2015-09-17 0:00,
2015-09-18,CAT,,,,,,40291,,UNKNOWN,,,,,
2015-09-20,DOG,AMER. BULL DOG,MALE,BLK WHT,,,40223,,BODY,,,,2015-09-30 0:00,
2015-09-18,DOG,PIT BULL,,,,,40208,,BODY,,,,,
2015-09-19,DOG,LABRADOR RETRIV,MALE,GREY,1,2015-04-21 0:00,40220,,BODY,,,,2015-09-29 0:00,
2015-09-21,DOG,,FEMALE,WHT BROWN,,,40214,,BODY,,,,,
2015-09-21,DOG,LABRADOR RETRIV,MALE,BLK,1,2015-07-01 0:00,40218,,BODY,,,,2015-10-01 0:00,
2015-09-20,DOG,,,WHT BROWN,,,40219,,UNKNOWN,,,,,
,DOG,PIT BULL,,,,,40218,,,,,,,
2015-09-21,DOG,CANE CORSO,MALE,GRAY,1,2015-08-01 0:00,40203,,BODY,,,,2015-10-01 0:00,
2015-09-22,DOG,AAUST. TERR.,,,,,40299,,UNKNOWN,,,,,
2015-09-19,DOG,PIT BULL,FEMALE,WHT BRN,1,2015-01-31 0:00,46227,,UNKNOWN,,,,2015-09-29 0:00,
2015-09-17,DOG,,FEMALE,WHT BRN,1,2015-10-31 0:00,40299,,BODY,,,,2015-10-31 0:00,
2015-09-10,CAT,,MALE,BRN TABBY,,,40205,,BODY,,,,,
2015-09-17,DOG,PIT BULL,MALE,WHT BLK,,,40212,,BODY,,,,2015-10-15 0:00,
2015-09-14,DOG,PIT BULL,MALE,GRAY,,,40272,,BODY,,,,,
2015-09-19,DOG,PIT BULL,MALE,BRN WHT,,,40212,,BODY,,,,,
2015-09-20,DOG,BOXER,FEMALE,WHITE BRN,3,2015-10-03 0:00,,,BODY,,,,2015-09-30 0:00,
2015-09-22,DOG,,,BROWN,,,40299,,UNKNOWN,,,,,
2015-09-23,DOG,,,,,,40219,,BODY,,,,,
2015-09-23,DOG,ROTTWEILER,MALE,BLCK BRN,,,40218,,,,,,,
2015-09-25,CAT,,,,,,40217,,BODY,,,,,
2015-09-28,CAT,,MALE,GREY WHT,1,2015-03-28 0:00,40215,,UNKNOWN,,,,2015-10-08 0:00,
2015-09-26,DOG,PIT BULL,FEMALE,BRINDLE,,,40229,YES,BODY,,,,,
2015-09-25,DOG,PIT BULL,MALE,BLUE WHTE,,,40228,,BODY,,,,,
2015-09-18,DOG,YORKSHIRE TERRIER,UNKNOWN,BLK BRN,1,2015-06-20 0:00,40229,,HEAD,,,,2015-10-05 0:00,
2015-09-27,DOG,LABRADOR RETRIV,MALE,BLK,1,2015-09-21 0:00,40223,,BODY,,,,2015-10-07 0:00,
2015-09-30,DOG,PIT BULL,MALE,BLONDE,3,2014-03-14 0:00,40222,,BODY,,,,2015-10-12 0:00,
2015-10-01,DOG,PIT BULL,,TAN,,,40213,YES,BODY,,,,,
2015-10-01,CAT,,,RED TABBY,,,40215,,UNKNOWN,,,,2015-10-13 0:00,
,CAT,,FEMALE,,,,40216,YES,UNKNOWN,,,,,
2015-10-02,DOG,GERM SHEPHERD,MALE,BLAK TAN,3,2014-11-03 0:00,40299,,BODY,,,,,
2015-10-02,CAT,,,,,,40219,YES,,,,,,
2015-10-05,DOG,HUSKY,MALE,WHITE,1,2015-10-20 0:00,,,,,,,2015-10-15 0:00,
2015-10-06,DOG,PIT BULL,,,,,40211,,BODY,,,,,
2015-10-05,DOG,DOBERMAN,MALE,RED,1,2015-06-23 0:00,40217,,,,,,2015-10-15 0:00,
2015-10-06,CAT,,,GRAY BLK,,,40206,,UNKNOWN,,,,,
2015-10-07,DOG,,MALE,BLK BRN,3,2015-05-09 0:00,40219,,HEAD,,,,2015-10-19 0:00,
2015-09-27,DOG,GERM SHEPHERD,MALE,BLK BRN,,,40218,YES,BODY,,,,,
2015-09-29,DOG,GERM SHEPHERD,FEMALE,BRN TAN,3,2013-08-07 0:00,40207,,BODY,,,,2015-10-09 0:00,
2015-10-04,DOG,CHICHAUHUA,MALE,BLK TAN,1,2015-02-10 0:00,40215,,BODY,,,,2015-10-16 0:00,
2015-10-01,DOG,CHICHAUHUA,MALE,BRN,,2015-08-07 0:00,40218,,BODY,,,,,
2015-10-01,DOG,PIT BULL,MALE,GRY WHIT,1,2015-03-29 0:00,40215,,BODY,,,,2015-10-12 0:00,
2015-10-04,DOG,SIBERAN HUSKY,FEMALE,TAN GRAY,,,40219,,HEAD,,,,,
2015-10-04,DOG,PIT BULL,MALE,BLACK,,,40211,,BODY,,,,,
2015-10-10,CAT,,UNKNOWN,,,,40206,,HEAD,,,,,
2015-10-10,DOG,SHIH TZU,MALE,WHITE TAN,1,2015-10-13 0:00,40299,,HEAD,,,,2015-10-20 0:00,
2015-10-11,DOG,COON HOUND,MALE,TRI,1,2015-08-01 0:00,40216,,HEAD,,,,2015-10-23 0:00,
2015-10-09,DOG,CANE CORSO,,,,,40210,,BODY,,,,,
2015-10-11,DOG,FOX TERRIER,FEMALE,BRENDLE,,,40209,,BODY,,,,,
2015-10-09,DOG,CHICHAUHUA,UNKNOWN,,,,40291,,BODY,,,,,
2015-10-10,CAT,,MALE,WH/GR/BLK,,,40205,,UNKNOWN,,,,,
2015-10-08,DOG,COLLIE,,WHT/YEL,,,40299,,UNKNOWN,,,,,
2015-10-08,CAT,,UNKNOWN,GREY,3,2014-05-09 0:00,40205,,UNKNOWN,,,,2015-10-21 0:00,
2015-10-12,DOG,BEAGLE,MALE,BROWN,1,2015-04-18 0:00,40291,,HEAD,,,,2015-10-26 0:00,
2015-10-12,DOG,,UNKNOWN,,,,40223,,BODY,,,,,
2015-10-12,DOG,MASTIF,MALE,YELLOW/BLK,,2015-02-24 0:00,40214,,BODY,,,,2015-10-22 0:00,
2015-10-13,CAT,,FEMALE,ORANGE WHT,,,40215,,BODY,,,,2015-10-26 0:00,
2015-10-14,DOG,CANE CORSO,MALE,BRINDLE,1,2015-03-01 0:00,40216,,BODY,,,,2015-10-27 0:00,
2015-10-15,DOG,,,,,,40218,,HEAD,,,,,
2015-10-15,DOG,GERM SHEPHERD,MALE,BLK BRN,1,2015-10-08 0:00,40219,,BODY,,,,2015-10-26 0:00,
2015-10-14,CAT,,MALE,GRY BLK,1,2015-11-16 0:00,40299,,BODY,,,,2015-10-29 0:00,
2015-10-15,DOG,GERM SHEPHERD,MALE,RED,,2015-10-30 0:00,40258,,UNKNOWN,,,,2015-10-30 0:00,
2015-10-16,CAT,,MALE,BLACK,,,40203,,BODY,,,,2015-10-28 0:00,
2015-10-14,DOG,PIT BULL,MALE,FAWN WHT,,,40212,,BODY,,,,2015-10-28 0:00,
2015-10-05,DOG,PIT BULL,MALE,GRAY,,,40210,,BODY,,,,2015-10-28 0:00,
2015-10-11,CAT,,FEMALE,YELLOW WHI,,,40220,,BODY,,,,2015-10-21 0:00,
2015-10-12,DOG,BEAGLE,MALE,TRI,,,40216,,BODY,,,,,
2015-10-08,DOG,,FEMALE,WHTIE BRN,,,40215,,BODY,,,,,
2015-10-15,DOG,OTHER,,TAN,1,2015-01-21 0:00,40023,,UNKNOWN,,,,2015-10-26 0:00,
2015-10-16,DOG,BOXER,,BRN WHT,1,2015-02-04 0:00,40212,,BODY,,,,2015-10-27 0:00,
2015-10-16,DOG,PIT BULL,FEMALE,CREAM WHT,,2015-10-07 0:00,40299,,BODY,,,,2015-10-26 0:00,
2015-10-15,CAT,,,WHT YELLOW,,,40291,,BODY,,,,,
2015-10-19,DOG,DACHSHUND,FEMALE,BRN,3,2014-03-31 0:00,40165,,BODY,,,,2015-10-29 0:00,
2015-10-17,DOG,,,,,,40217,,BODY,,,,,
2015-10-20,DOG,GERM SHEPHERD,FEMALE,WHT BRN,,2015-10-05 0:00,40299,,BODY,,,,,
2015-10-20,DOG,,,BROWN,,,40210,,BODY,,,,,
2015-10-21,DOG,PIT BULL,,,,,40203,,BODY,,,,,
2015-10-20,DOG,,,,,,40210,,UNKNOWN,,,,,
2015-10-22,DOG,LABRADOR RETRIV,MALE,BLACK,,,40216,,BODY,,,,2015-11-03 0:00,
2015-10-25,DOG,POMERANIAN,MALE,TAN,,,42701,,HEAD,,,,2015-11-03 0:00,
2015-10-25,DOG,SHIH TZU,MALE,BLK/WH/BR,1,2015-09-03 0:00,40291,,HEAD,,,,2015-11-03 0:00,
2015-10-18,DOG,PIT BULL,MALE,GREY/BRIN,,,40215,,BODY,,,,2015-10-28 0:00,
2015-10-15,CAT,,UNKNOWN,WHT/BRN,,,40291,,BODY,,,,2015-10-25 0:00,
2015-10-20,DOG,PIT BULL,MALE,FAW/WHT,1,2013-11-21 0:00,40212,,BODY,,,,2015-11-04 0:00,
2015-10-16,DOG,PIT BULL,FEMALE,BRINDLE,,,40214,,BODY,,,,,
2015-10-16,DOG,GERM SHEPHERD,MALE,BRN/WHT,1,2015-11-11 0:00,40245,,BODY,,,,2015-10-27 0:00,
2015-10-24,DOG,SCOTTISH TER.,MALE,WHITE,3,2014-01-06 0:00,40220,,UNKNOWN,,,,2015-11-05 0:00,
2015-10-23,DOG,GREAT DANE,MALE,GREY,1,2015-08-19 0:00,40065,,BODY,,,,2015-11-04 0:00,
2015-10-26,DOG,CHOW CHOW,MALE,BRN WHT,,,40229,,BODY,,,,,
2015-10-26,CAT,,,,,,40205,,UNKNOWN,,,,,
2015-10-26,CAT,,MALE,GINGER TAB,,2014-12-16 0:00,40205,YES,UNKNOWN,,,,,
2015-10-27,DOG,GERM SHEPHERD,MALE,BLACK,1,2015-10-26 0:00,40299,,BODY,,,,2015-11-10 0:00,
2015-10-27,DOG,DOBERMAN,,BLACK,,,40216,,UNKNOWN,,,,,
2015-10-28,DOG,CHOW CHOW,FEMALE,TAN,1,2015-02-05 0:00,40291,,UNKNOWN,,,,2015-11-10 0:00,
2015-10-27,DOG,LABRADOR RETRIV,MALE,TAN,1,2015-05-30 0:00,40228,,BODY,,,,2015-11-09 0:00,
2015-10-25,RACCOON,,,,,,40241,,,,,,,NEGATIVE
2015-10-30,DOG,,FEMALE,,1,2015-11-16 0:00,40217,,BODY,,,,2015-11-10 0:00,
2015-10-31,CAT,,MALE,GRY BLK,1,2015-06-02 0:00,40223,,BODY,,,,2015-11-11 0:00,
2015-11-01,CAT,,FEMALE,GRY BLK,1,2015-12-30 0:00,40218,,BODY,,,,2015-11-12 0:00,
2015-11-02,CAT,,,GRAY BLK,1,2015-11-20 0:00,40291,,UNKNOWN,,,,2015-11-12 0:00,
2015-10-24,DOG,GERM SHEPHERD,MALE,BLK BRN,3,2012-12-01 0:00,40216,,BODY,,,,2015-11-04 0:00,
2015-10-26,DOG,BOXER,FEMALE,RED,1,2015-07-20 0:00,40272,,BODY,,,,2015-11-05 0:00,
2015-11-01,DOG,BOXER,FEMALE,BRINDLE WH,1,2015-04-16 0:00,40299,,BODY,,,,2015-11-11 0:00,
2015-10-28,DOG,GERM SHEPHERD,MALE,BLK TAN,,2015-01-10 0:00,40228,,BODY,,,,2015-11-11 0:00,
2015-10-31,DOG,LABRADOR RETRIV,FEMALE,BLACK,1,2015-10-27 0:00,40222,,BODY,,,,,
2015-11-02,DOG,CHICHAUHUA,MALE,GRAY,,,40258,,BODY,,,,,
2015-11-03,DOG,,FEMALE,BLK WHT,1,2015-06-09 0:00,40258,,BODY,,,,2015-11-16 0:00,
2015-11-03,DOG,SIBERAN HUSKY,MALE,,,,40241,,BODY,,,,,
2015-11-03,DOG,BEAGLE,MALE,BRN WHT BL,1,2015-01-13 0:00,40229,,BODY,,,,2015-11-13 0:00,
2015-11-03,DOG,AAUST. TERR.,FEMALE,MULTI,,,40165,,BODY,,,,2015-11-13 0:00,
2015-10-24,CAT,,MALE,BRN TAB WH,,,40212,,BODY,,,,2015-11-03 0:00,
2015-10-30,DOG,LABRADOR RETRIV,MALE,BLK GRY,,,40047,,HEAD,,,,,
2015-10-25,DOG,PIT BULL,FEMALE,BRN WHT,,,40215,,BODY,,,,2015-11-04 0:00,
2015-11-04,DOG,,FEMALE,BLONDE,3,2013-10-01 0:00,40220,,HEAD,,,,2015-11-16 0:00,
2015-11-04,CAT,,MALE,ORANGE,1,2015-12-30 0:00,40218,,UNKNOWN,,,,2015-11-18 0:00,
2015-11-04,RACCOON,,,BLK GRAY,,,40204,YES,BODY,,,,,
2015-11-08,DOG,PIT BULL,FEMALE,GRAY,1,2015-10-29 0:00,40291,,HEAD,,,,2015-11-18 0:00,
2015-11-06,DOG,,,,,,40261,,UNKNOWN,,,,,
2015-11-07,DOG,CHICHAUHUA,MALE,BLONDE,1,2014-11-19 0:00,40299,,UNKNOWN,,,,2015-11-17 0:00,
2015-11-08,DOG,LABRADOR RETRIV,FEMALE,BLACK & WH,,,40212,,UNKNOWN,,,,2015-12-08 0:00,
2015-11-07,DOG,,,BLACK WHIT,3,2015-03-09 0:00,40218,,UNKNOWN,,,,2015-11-17 0:00,
2015-11-08,DOG,,FEMALE,WHITE,,,40291,,UNKNOWN,,,,,
2015-11-04,CAT,,MALE,ORG WHT,,2015-08-25 0:00,40222,,UNKNOWN,,,,2015-11-18 0:00,
2015-11-04,CAT,,FEMALE,WHT GRY,,,40229,,BODY,,,,,
2015-11-07,DOG,PIT BULL,FEMALE,BRN WHITE,,,40215,,BODY,,,,,
2015-11-04,DOG,,MALE,BRN WHT,,,40215,,BODY,,,,,
2015-11-04,DOG,RED HEELER,MALE,BLK BRN,,,40216,,BODY,,,,2015-11-10 0:00,
2015-11-09,DOG,PIT BULL,,BRN WHT,,,40228,,BODY,,,,,
2015-11-09,DOG,POODLE,MALE,BLK WHT,1,2015-03-12 0:00,40205,,BODY,,,,2015-11-19 0:00,
2015-11-10,DOG,,FEMALE,RED,1,2015-10-28 0:00,40299,,UNKNOWN,,,,2015-11-20 0:00,
,DOG,PIT BULL,MALE,BRN WHT,,,47126,,,,,,,
2015-11-08,DOG,GERM SHEPHERD,MALE,TAN WHT,1,2016-02-19 0:00,40160,,HEAD,,,,2015-11-18 0:00,
2015-11-11,DOG,DOBERMAN,MALE,BLK BRN,1,2015-06-17 0:00,40299,,BODY,,,,2015-11-30 0:00,
2015-11-11,DOG,BEAGLE,MALE,WHT BRN,3,2014-07-18 0:00,40223,,UNKNOWN,,,,2015-11-25 0:00,
2015-11-10,DOG,,FEMALE,WHITE,,2015-02-24 0:00,40059,,BODY,,,,2015-11-20 0:00,
2015-11-10,DOG,YORKSHIRE TERRIER,,BROWN SILV,1,2015-07-10 0:00,40214,,HEAD,,,,2015-11-20 0:00,
2015-11-11,DOG,BOXER,MALE,BRINDLE,1,2015-12-07 0:00,40216,,BODY,,,,2015-11-24 0:00,
2015-11-14,DOG,GERM SHEPHERD,,BROWN,,,40215,,BODY,,,,,
2015-11-14,,,,,,,40223,YES,BODY,,,,,
2015-11-15,DOG,PIT BULL,FEMALE,BLACK,1,2015-10-07 0:00,40272,,BODY,,,,2015-11-30 0:00,
2015-11-16,DOG,PIT BULL,FEMALE,BRINDLE,1,2015-09-14 0:00,40218,,BODY,,,,2015-11-25 0:00,
2015-11-16,CAT,,FEMALE,GRAY WHT,1,2015-05-30 0:00,40222,,UNKNOWN,,,,2015-12-01 0:00,
2015-11-15,CAT,,FEMALE,TABBY,1,2015-12-18 0:00,40207,,BODY,,,,2015-11-30 0:00,
2015-11-16,CAT,,MALE,BROWN,1,2015-05-08 0:00,40299,,BODY,,,,2015-11-30 0:00,
2015-11-02,DOG,,MALE,YELLOW WHT,,2015-10-20 0:00,40219,,BODY,,,,,
2015-11-16,DOG,ROTTWEILER,MALE,BLK TAN,,,40203,,BODY,,,,2015-12-03 0:00,
2015-11-15,CAT,,,BLACK,,,40219,,BODY,,,,,
2015-11-02,DOG,PIT BULL,MALE,WHT BRN,1,2015-11-12 0:00,40223,,BODY,,,,2015-12-18 0:00,
2015-11-18,DOG,,MALE,FAWN WHT,1,2015-06-01 0:00,40223,,BODY,,,,,
2015-11-17,DOG,BASSET HOUND,MALE,TRICOLOR,1,2015-01-19 0:00,40216,,UNKNOWN,,,,2015-11-30 0:00,
2015-11-19,DOG,LABRADOR RETRIV,,BLK WHT,,,40272,,UNKNOWN,,,,,
2015-11-20,DOG,BEAGLE,MALE,BRN WHT,1,2015-07-21 0:00,40218,,BODY,,,,2015-11-30 0:00,
