set_num,matte,transparent
78579-2,0.0,0.0
7858-1,12.0,0.0
7859-1,12.0,0.0
78597-1,0.0,0.0
7860-1,25.0,0.0
786-1,1.0,0.0
7861-1,12.0,16.0
7862-1,16.0,0.0
7863-1,7.0,0.0
7864-1,34.0,0.0
7865-1,19.0,0.0
7866-1,186.0,8.0
7867-1,52.0,0.0
78675-1,0.0,0.0
7868-1,308.0,15.0
7869-1,340.0,10.0
7870-1,489.0,10.0
787-1,1.0,0.0
7871-1,32.0,1.0
7872-1,60.0,0.0
7873-1,37.0,4.0
7875-1,36.0,3.0
7876-1,38.0,6.0
7877-1,312.0,19.0
78777-1,0.0,0.0
7879-1,765.0,32.0
78800-1,0.0,0.0
7880-1,33.0,1.0
7881-1,23.0,1.0
7882-1,11.0,0.0
7883-1,10.0,0.0
7884-1,68.0,8.0
7885-1,209.0,6.0
7886-1,262.0,22.0
7888-1,444.0,28.0
7890-1,95.0,27.0
789-1,1.0,0.0
7891-1,130.0,23.0
7892-1,347.0,48.0
7893-1,364.0,51.0
7893-2,346.0,51.0
7894-1,654.0,66.0
7894-2,632.0,66.0
7895-1,8.0,0.0
7896-1,24.0,0.0
7897-1,435.0,71.0
7898-1,816.0,44.0
7899-1,176.0,35.0
79000-1,113.0,0.0
7900-1,309.0,55.0
79001-1,312.0,0.0
79002-1,383.0,28.0
79003-1,685.0,13.0
79004-1,336.0,13.0
79005-1,114.0,4.0
79006-1,255.0,0.0
79007-1,676.0,5.0
79008-1,774.0,9.0
79010-1,869.0,15.0
7901-1,31.0,0.0
79011-1,223.0,2.0
79012-1,284.0,3.0
79013-1,490.0,3.0
79014-1,818.0,7.0
79015-1,101.0,3.0
79016-1,321.0,4.0
79017-1,484.0,8.0
79018-1,874.0,31.0
7902-1,58.0,10.0
7903-1,236.0,22.0
7904-1,0.0,0.0
7904-10,9.0,0.0
7904-11,6.0,3.0
7904-12,22.0,4.0
7904-13,18.0,0.0
7904-14,5.0,0.0
7904-15,17.0,0.0
7904-16,13.0,2.0
7904-17,6.0,3.0
7904-18,7.0,3.0
7904-19,7.0,1.0
7904-2,5.0,0.0
7904-20,5.0,0.0
7904-21,11.0,0.0
7904-22,14.0,0.0
7904-23,6.0,2.0
7904-24,7.0,4.0
7904-25,32.0,1.0
7904-3,11.0,4.0
7904-4,11.0,6.0
7904-5,7.0,3.0
7904-6,5.0,0.0
7904-7,13.0,6.0
7904-8,5.0,0.0
7904-9,13.0,1.0
7905-1,724.0,13.0
7906-1,158.0,25.0
7907-1,4.0,0.0
7907-10,10.0,0.0
7907-11,4.0,0.0
7907-12,10.0,0.0
7907-13,7.0,0.0
7907-14,5.0,0.0
7907-15,13.0,0.0
7907-16,6.0,5.0
7907-17,5.0,0.0
7907-18,11.0,0.0
7907-19,5.0,6.0
7907-2,5.0,0.0
7907-20,5.0,0.0
7907-21,16.0,0.0
7907-22,15.0,0.0
7907-23,5.0,0.0
7907-24,9.0,1.0
7907-25,23.0,9.0
7907-3,18.0,0.0
7907-4,8.0,3.0
7907-5,5.0,0.0
7907-6,12.0,3.0
7907-7,16.0,9.0
7907-8,5.0,0.0
7907-9,9.0,0.0
79100-1,82.0,11.0
7910-1,27.0,3.0
79101-1,199.0,13.0
79102-1,150.0,20.0
79103-1,499.0,19.0
79104-1,604.0,35.0
79104-2,638.0,34.0
79104-3,622.0,36.0
79105-1,397.0,17.0
79106-1,69.0,5.0
79107-1,165.0,3.0
79108-1,293.0,3.0
79109-1,583.0,22.0
791-1,1.0,0.0
79110-1,650.0,29.0
7911-1,28.0,8.0
79111-1,727.0,16.0
79115-1,338.0,29.0
79116-1,661.0,81.0
79117-1,867.0,19.0
79118-1,89.0,12.0
79119-1,166.0,29.0
79120-1,275.0,10.0
7912-1,25.0,1.0
79121-1,658.0,25.0
79122-1,449.0,28.0
7913-1,86.0,0.0
7914-1,70.0,3.0
7915-1,137.0,4.0
7917-1,4.0,0.0
7918-1,4.0,0.0
7919-1,3.0,0.0
7920-1,3.0,0.0
792-1,1.0,0.0
7921-1,5.0,0.0
7922-1,4.0,0.0
7923-1,2.0,0.0
7924-1,2.0,0.0
7929-1,242.0,5.0
7930-1,371.0,28.0
793-1,1.0,0.0
7931-1,362.0,35.0
7936-1,135.0,8.0
7937-1,354.0,24.0
7938-1,635.0,52.0
7939-1,803.0,50.0
794-1,1.0,0.0
7942-1,119.0,17.0
7944-1,260.0,22.0
7945-1,552.0,73.0
7946-1,930.0,22.0
7947-1,355.0,17.0
7948-1,197.0,2.0
7949-1,52.0,2.0
7950-1,67.0,0.0
795-1,2.0,0.0
7952-1,0.0,0.0
7952-10,2.0,6.0
7952-11,7.0,0.0
7952-12,16.0,0.0
7952-13,2.0,0.0
7952-14,8.0,0.0
7952-15,10.0,0.0
7952-16,9.0,0.0
7952-17,4.0,0.0
7952-18,9.0,0.0
7952-19,4.0,0.0
7952-2,6.0,0.0
7952-20,6.0,0.0
7952-21,10.0,0.0
7952-22,7.0,0.0
7952-23,6.0,0.0
7952-24,10.0,5.0
7952-25,5.0,3.0
7952-3,15.0,2.0
7952-4,11.0,0.0
7952-5,7.0,0.0
7952-6,10.0,0.0
7952-7,8.0,0.0
7952-8,8.0,0.0
7952-9,9.0,0.0
7953-1,25.0,0.0
7955-1,15.0,6.0
7956-1,171.0,0.0
7957-1,205.0,14.0
7958-1,1.0,0.0
7958-10,25.0,2.0
7958-11,7.0,3.0
7958-12,8.0,0.0
7958-13,16.0,3.0
7958-14,4.0,0.0
7958-15,11.0,0.0
7958-16,14.0,3.0
7958-17,4.0,0.0
7958-18,9.0,1.0
7958-19,20.0,5.0
7958-2,21.0,1.0
7958-20,4.0,0.0
7958-21,6.0,4.0
7958-22,10.0,4.0
7958-23,8.0,2.0
7958-24,9.0,12.0
7958-25,7.0,0.0
7958-3,4.0,0.0
7958-4,14.0,0.0
7958-5,24.0,0.0
7958-6,19.0,3.0
7958-7,3.0,0.0
7958-8,10.0,0.0
7958-9,4.0,0.0
7959-1,161.0,3.0
796-1,2.0,0.0
7961-1,471.0,15.0
7962-1,814.0,16.0
7964-1,1022.0,37.0
7965-1,1254.0,17.0
7967-1,72.0,0.0
7968-1,91.0,8.0
7970-1,68.0,2.0
797-1,2.0,0.0
7971-1,75.0,0.0
7976-1,54.0,7.0
7977-1,104.0,7.0
7978-1,201.0,14.0
7979-1,0.0,0.0
7979-10,7.0,0.0
7979-11,6.0,0.0
7979-12,5.0,2.0
7979-13,12.0,0.0
7979-14,4.0,0.0
7979-15,4.0,1.0
7979-16,5.0,8.0
7979-17,8.0,7.0
7979-18,3.0,3.0
7979-19,6.0,0.0
7979-2,5.0,0.0
7979-20,5.0,0.0
7979-21,20.0,0.0
7979-22,5.0,0.0
7979-23,13.0,1.0
7979-24,3.0,6.0
7979-25,4.0,0.0
7979-3,10.0,0.0
7979-4,8.0,0.0
7979-5,8.0,0.0
7979-6,8.0,0.0
7979-7,8.0,0.0
7979-8,6.0,0.0
7979-9,6.0,0.0
798-1,2.0,0.0
7984-1,251.0,27.0
7985-1,679.0,26.0
7990-1,213.0,11.0
799-1,1.0,0.0
7991-1,197.0,18.0
7992-1,209.0,14.0
7993-1,361.0,45.0
7994-1,631.0,50.0
7996-1,4.0,0.0
7997-1,388.0,10.0
7998-1,317.0,23.0
8000-1,245.0,0.0
800-1,120.0,0.0
8001-1,363.0,0.0
800-2,62.0,0.0
8002-1,605.0,4.0
8003-1,39.0,0.0
8004-1,33.0,0.0
8005-1,34.0,2.0
8006-1,21.0,4.0
8007-1,339.0,2.0
8008-1,367.0,0.0
8009-1,245.0,1.0
8010-1,398.0,12.0
801-1,112.0,0.0
8011-1,440.0,0.0
801-2,62.0,0.0
8012-1,385.0,8.0
8014-1,80.0,3.0
8015-1,97.0,8.0
8016-1,224.0,13.0
8017-1,245.0,9.0
8018-1,410.0,4.0
8019-1,605.0,39.0
8020-1,118.0,6.0
802-1,30.0,0.0
802-2,62.0,0.0
8022-1,118.0,0.0
8024-1,114.0,0.0
8026-1,21.0,0.0
8028-1,45.0,1.0
8029-1,68.0,3.0
8030-1,274.0,8.0
803-1,62.0,0.0
8031-1,65.0,5.0
803-2,163.0,0.0
8032-1,217.0,0.0
8033-1,50.0,0.0
8034-1,187.0,0.0
8035-1,176.0,0.0
8036-1,256.0,9.0
8037-1,567.0,15.0
8038-1,907.0,2.0
8039-1,1143.0,32.0
8040-1,162.0,0.0
804-1,62.0,0.0
8041-1,607.0,8.0
8042-1,229.0,1.0
8043-1,1134.0,3.0
8044-1,197.0,1.0
8045-1,115.0,8.0
8046-1,157.0,0.0
8047-1,252.0,6.0
8048-1,316.0,2.0
8049-1,530.0,8.0
8050-1,141.0,0.0
805-1,62.0,0.0
8051-1,476.0,4.0
8052-1,678.0,17.0
8053-1,1283.0,24.0
8054-1,196.0,0.0
8055-1,190.0,0.0
8056-1,68.0,2.0
8057-1,65.0,2.0
8058-1,148.0,4.0
8059-1,112.0,14.0
8060-1,191.0,16.0
806-1,42.0,0.0
8061-1,354.0,12.0
8062-1,409.0,1.0
8063-1,1099.0,30.0
8064-1,219.0,0.0
8065-1,123.0,2.0
8066-1,142.0,5.0
8067-1,290.0,9.0
8068-1,411.0,4.0
8069-1,607.0,13.0
8070-1,1281.0,18.0
807-1,42.0,0.0
8071-1,586.0,20.0
8072-1,25.0,3.0
8073-1,14.0,0.0
8074-1,313.0,1.0
8075-1,463.0,34.0
8076-1,256.0,10.0
8077-1,463.0,24.0
8078-1,975.0,57.0
8079-1,245.0,9.0
8080-1,330.0,31.0
808-1,40.0,0.0
8081-1,583.0,6.0
8082-1,456.0,0.0
8083-1,80.0,2.0
8084-1,73.0,4.0
8085-1,176.0,7.0
8086-1,261.0,11.0
8087-1,302.0,7.0
8088-1,392.0,11.0
8089-1,301.0,3.0
8090-1,273.0,4.0
809-1,35.0,4.0
8091-1,178.0,6.0
8092-1,162.0,8.0
8093-1,175.0,2.0
8094-1,566.0,0.0
8095-1,441.0,28.0
8096-1,584.0,18.0
8097-1,567.0,16.0
8098-1,1152.0,35.0
8099-1,419.0,10.0
810003-1,0.0,0.0
810005-1,0.0,0.0
8100-1,90.0,3.0
810-1,33.0,0.0
8101-1,98.0,3.0
810-2,632.0,128.0
8102-1,163.0,4.0
810-3,104.0,6.0
8103-1,138.0,7.0
810-4,628.0,127.0
8104-1,148.0,19.0
8105-1,136.0,7.0
8106-1,308.0,9.0
8107-1,560.0,25.0
8108-1,964.0,69.0
8109-1,1086.0,47.0
8110-1,2041.0,32.0
811-1,59.0,0.0
8111-1,109.0,6.0
811-2,176.0,5.0
8112-1,129.0,8.0
8113-1,162.0,6.0
8114-1,182.0,9.0
8115-1,232.0,16.0
8117-1,276.0,11.0
8118-1,327.0,28.0
8119-1,49.0,0.0
8120-1,45.0,6.0
812-1,101.0,0.0
8121-1,42.0,8.0
812-2,60.0,0.0
8122-1,39.0,3.0
8123-1,145.0,0.0
8124-1,166.0,11.0
8125-1,165.0,3.0
8126-1,147.0,6.0
8128-1,308.0,22.0
8129-1,815.0,6.0
8130-1,44.0,0.0
813-1,1.0,0.0
8131-1,50.0,2.0
813-2,130.0,0.0
8132-1,39.0,1.0
8133-1,51.0,0.0
8134-1,263.0,5.0
8135-1,528.0,33.0
8136-1,65.0,2.0
8137-1,66.0,3.0
8138-1,82.0,2.0
8139-1,66.0,1.0
8140-1,181.0,6.0
814-1,3.0,0.0
8141-1,198.0,9.0
814-2,89.0,0.0
8142-1,166.0,2.0
8142-2,165.0,1.0
8143-1,690.0,10.0
8144-1,695.0,15.0
8144-2,701.0,19.0
8145-1,1322.0,17.0
8146-1,597.0,6.0
8147-1,778.0,33.0
8148-1,41.0,4.0
8149-1,39.0,3.0
8150-1,51.0,4.0
815-1,1.0,0.0
8151-1,47.0,4.0
8152-1,131.0,27.0
8153-1,272.0,0.0
8154-1,1006.0,47.0
8155-1,485.0,4.0
8156-1,630.0,5.0
8157-1,1007.0,1.0
8158-1,243.0,4.0
8159-1,240.0,2.0
8160-1,364.0,14.0
816-1,6.0,11.0
8161-1,607.0,0.0
8162-1,104.0,2.0
8163-1,110.0,3.0
8164-1,81.0,9.0
8165-1,90.0,5.0
8166-1,202.0,0.0
8167-1,203.0,6.0
8168-1,189.0,3.0
8169-1,748.0,3.0
818-1,8.0,0.0
8182-1,383.0,23.0
8183-1,92.0,2.0
8184-1,222.0,22.0
8185-1,539.0,9.0
8186-1,698.0,84.0
8188-1,61.0,14.0
8189-1,172.0,20.0
8190-1,252.0,21.0
819-1,1.0,0.0
8191-1,359.0,37.0
8192-1,42.0,3.0
8193-1,51.0,1.0
8194-1,46.0,2.0
8195-1,41.0,3.0
8196-1,136.0,15.0
8197-1,134.0,17.0
8198-1,144.0,8.0
8199-1,134.0,5.0
8-2,91.0,2.0
8200-1,35.0,0.0
820-1,34.0,0.0
8201-1,52.0,4.0
820-2,0.0,0.0
8202-1,73.0,0.0
8203-1,36.0,0.0
8204-1,45.0,0.0
8205-1,63.0,0.0
8206-1,144.0,6.0
8207-1,85.0,0.0
8208-1,53.0,0.0
8209-1,48.0,0.0
8210-1,82.0,6.0
821-1,1.0,0.0
8211-1,525.0,40.0
821264-1,0.0,0.0
8213-1,103.0,0.0
8214-1,793.0,30.0
8215-1,107.0,0.0
8216-1,94.0,0.0
8217-1,63.0,0.0
8218-1,69.0,1.0
8219-1,102.0,1.0
822-1,34.0,0.0
8221-1,94.0,9.0
8222-1,136.0,2.0
8223-1,123.0,6.0
8225-1,96.0,1.0
8226-1,126.0,0.0
8227-1,89.0,4.0
8228-1,85.0,0.0
8229-1,184.0,1.0
8230-1,173.0,2.0
8231-1,97.0,2.0
8232-1,273.0,2.0
8233-1,121.0,0.0
8235-1,169.0,4.0
8236-1,61.0,0.0
8237-1,114.0,0.0
8238-1,201.0,0.0
8239-1,122.0,0.0
8240-1,163.0,0.0
8241-1,114.0,0.0
8242-1,252.0,0.0
8244-1,278.0,5.0
8245-1,226.0,0.0
8246-1,50.0,0.0
8247-1,42.0,1.0
8248-1,230.0,1.0
8250-1,380.0,1.0
8251-1,91.0,2.0
8252-1,172.0,11.0
8253-1,202.0,8.0
8255-1,198.0,5.0
8256-1,148.0,0.0
8257-1,379.0,0.0
8258-1,1864.0,30.0
8259-1,171.0,0.0
8260-1,107.0,5.0
8261-1,201.0,2.0
8262-1,309.0,4.0
8263-1,577.0,21.0
8264-1,573.0,20.0
8265-1,1057.0,13.0
8266-1,372.0,3.0
8268-1,85.0,0.0
8269-1,343.0,0.0
8270-1,110.0,0.0
8271-1,204.0,5.0
8272-1,333.0,4.0
8273-1,799.0,30.0
8274-1,1012.0,21.0
8275-1,1393.0,9.0
8277-1,554.0,0.0
8279-1,444.0,4.0
8280-1,425.0,8.0
8281-1,124.0,4.0
8282-1,202.0,7.0
8283-1,337.0,1.0
8284-1,867.0,23.0
8284-2,867.0,23.0
8285-1,1867.0,32.0
8286-1,730.0,5.0
8287-1,97.0,0.0
8288-1,812.0,0.0
8289-1,1042.0,22.0
8290-1,91.0,5.0
8291-1,254.0,0.0
8292-1,720.0,20.0
8293-1,14.0,0.0
8294-1,721.0,16.0
8295-1,1180.0,11.0
8296-1,203.0,3.0
8297-1,1089.0,17.0
8299-1,381.0,1.0
8-3,657.0,8.0
8300-1,6.0,0.0
830-1,46.0,0.0
8301-1,37.0,14.0
8302-1,48.0,0.0
8303-1,52.0,0.0
8304-1,46.0,0.0
8305-1,209.0,0.0
8307-1,392.0,0.0
831-1,46.0,0.0
832-1,46.0,0.0
833-1,46.0,0.0
834-1,46.0,0.0
8350-1,31.0,2.0
8353-1,219.0,4.0
8354-1,97.0,5.0
8355-1,92.0,2.0
8356-1,112.0,9.0
8357-1,109.0,2.0
8358-1,26.0,2.0
8359-1,29.0,0.0
8360-1,20.0,5.0
836-1,37.0,0.0
8362-1,115.0,4.0
8363-1,313.0,15.0
8364-1,614.0,22.0
8365-1,203.0,0.0
8366-1,418.0,10.0
8369-1,87.0,0.0
8369-2,87.0,0.0
8370-1,93.0,2.0
837-1,28.0,0.0
8371-1,98.0,2.0
8374-1,95.0,4.0
8375-1,216.0,10.0
8376-1,259.0,4.0
8378-1,69.0,0.0
8380-1,79.0,7.0
838-1,58.0,0.0
8381-1,92.0,5.0
8382-1,65.0,3.0
8383-1,71.0,3.0
8384-1,75.0,3.0
8385-1,79.0,7.0
8386-1,725.0,13.0
8389-1,13.0,1.0
839-1,42.0,0.0
8396-1,19.0,0.0
8397-1,13.0,3.0
8398-1,19.0,4.0
8399-1,18.0,7.0
8-4,4.0,0.0
8400-1,14.0,3.0
840-1,1.0,0.0
8401-1,60.0,6.0
8402-1,60.0,13.0
8403-1,376.0,19.0
8404-1,785.0,99.0
8408-1,287.0,2.0
8409-1,21.0,0.0
8410-1,24.0,0.0
841-1,2.0,0.0
8411-1,22.0,0.0
8412-1,285.0,0.0
8414-1,244.0,2.0
8415-1,285.0,5.0
8416-1,742.0,3.0
8417-1,314.0,8.0
8418-1,72.0,0.0
8419-1,293.0,0.0
8420-1,509.0,8.0
842-1,2.0,0.0
8421-1,1885.0,20.0
8422-1,313.0,8.0
8423-1,130.0,9.0
8424-1,111.0,11.0
8425-1,464.0,2.0
8426-1,150.0,17.0
8428-1,471.0,6.0
8429-1,146.0,0.0
8430-1,315.0,8.0
843-1,1.0,0.0
8431-1,877.0,5.0
8432-1,465.0,6.0
8433-1,205.0,14.0
8434-1,437.0,15.0
8435-1,769.0,12.0
8436-1,1034.0,27.0
8437-1,416.0,4.0
8438-1,844.0,5.0
8439-1,590.0,1.0
8440-1,416.0,2.0
8441-1,72.0,3.0
8443-1,337.0,1.0
8444-1,308.0,0.0
8445-1,440.0,6.0
8446-1,574.0,8.0
8448-1,1429.0,8.0
8450-1,638.0,4.0
845-1,27.0,0.0
8451-1,183.0,4.0
8453-1,213.0,6.0
8453-2,210.0,6.0
8454-1,627.0,18.0
8455-1,699.0,12.0
8456-1,396.0,8.0
8457-1,950.0,30.0
8458-1,1423.0,17.0
8459-1,601.0,1.0
8460-1,854.0,5.0
846-1,23.0,26.0
8461-1,1474.0,17.0
8462-1,791.0,2.0
8463-1,231.0,1.0
8464-1,589.0,1.0
8465-1,371.0,5.0
8465934-1,23.0,97.0
8465972-1,44.0,20.0
8466-1,1116.0,16.0
8468-1,86.0,0.0
8469-1,143.0,0.0
8470-1,152.0,0.0
8471-1,118.0,0.0
8472-1,348.0,5.0
8473-1,502.0,9.0
8475-1,282.0,8.0
8479-1,1284.0,0.0
8480-1,1367.0,8.0
8482-1,893.0,3.0
8483-1,894.0,3.0
8484-1,248.0,0.0
8485-1,1079.0,0.0
8486-1,386.0,4.0
8487-1,509.0,20.0
8490-1,89.0,5.0
8491-1,74.0,1.0
8492-1,60.0,0.0
8493-1,82.0,1.0
8494-1,275.0,0.0
8495-1,478.0,40.0
8496-1,507.0,16.0
8500-1,34.0,2.0
850-1,220.0,0.0
8501-1,37.0,0.0
850150-1,0.0,0.0
850152-1,0.0,0.0
850154-1,1.0,0.0
8502-1,48.0,0.0
8503-1,41.0,0.0
850353-1,0.0,0.0
850355-1,4.0,0.0
8504-1,44.0,0.0
850423-1,77.0,12.0
850425-1,151.0,0.0
850426-1,157.0,0.0
850445-1,75.0,13.0
850446-1,0.0,0.0
850449-1,59.0,5.0
850452-1,0.0,0.0
850457-1,6.0,0.0
850458-1,35.0,2.0
850486-1,58.0,4.0
850487-1,56.0,0.0
850502-1,6.0,0.0
850506-1,0.0,0.0
850507-1,0.0,0.0
8505-1,36.0,0.0
850513-1,6.0,0.0
850529-1,0.0,0.0
850581-1,140.0,0.0
850591-1,30.0,0.0
850595-1,16.0,0.0
850597-1,31.0,0.0
850598-1,0.0,0.0
850602-1,4.0,0.0
850608-1,0.0,0.0
8506-1,37.0,0.0
850617-1,30.0,4.0
850618-1,33.0,10.0
850632-1,36.0,0.0
850635-1,1.0,1.0
850642-1,5.0,0.0
850646-1,0.0,0.0
850648-1,0.0,0.0
850653-1,0.0,0.0
850656-1,0.0,0.0
850664-1,1.0,0.0
850670-1,0.0,0.0
850682-1,3.0,0.0
850686-1,83.0,0.0
850702-1,50.0,2.0
850705-1,0.0,0.0
8507-1,38.0,1.0
850751-1,101.0,0.0
850760-1,6.0,0.0
850779-1,35.0,7.0
850789-1,6.0,0.0
850791-1,20.0,0.0
850794-1,0.0,0.0
850798-1,36.0,5.0
850802-1,6.0,0.0
850807-1,0.0,0.0
850808-1,1.0,0.0
8508-1,5.0,0.0
850814-1,0.0,0.0
850838-1,0.0,0.0
850839-1,42.0,1.0
850841-1,0.0,0.0
850842-1,29.0,5.0
850843-1,23.0,2.0
850849-1,27.0,2.0
850850-1,21.0,2.0
850851-1,24.0,2.0
850852-1,19.0,2.0
850884-1,0.0,0.0
850886-1,0.0,0.0
850888-1,34.0,2.0
850889-1,39.0,3.0
850894-1,0.0,0.0
850895-1,0.0,0.0
850896-1,0.0,0.0
850899-1,0.0,0.0
850909-1,0.0,0.0
8509-1,47.0,0.0
850910-1,43.0,9.0
850913-1,43.0,5.0
850918-1,0.0,0.0
850929-1,0.0,0.0
850932-1,37.0,4.0
850933-1,0.0,0.0
850935-1,27.0,0.0
850936-1,11.0,0.0
850939-1,27.0,0.0
850949-1,42.0,3.0
850950-1,32.0,2.0
850951-1,0.0,0.0
850952-1,0.0,0.0
850953-1,0.0,0.0
850963-1,13.0,1.0
850967-1,37.0,2.0
850972-1,0.0,0.0
850996-1,0.0,0.0
850997-1,0.0,0.0
850998-1,0.0,0.0
850999-1,0.0,0.0
851003-1,0.0,0.0
851005-1,0.0,0.0
851007-1,0.0,0.0
8510-1,36.0,0.0
851015-1,0.0,0.0
851091-1,0.0,0.0
851097,0.0,0.0
851-1,319.0,5.0
8511-1,41.0,4.0
8512-1,36.0,2.0
851210-1,1.0,0.0
8513-1,47.0,0.0
851317-1,0.0,0.0
851318-1,0.0,0.0
851320-1,0.0,0.0
851324-1,4.0,0.0
851325-1,0.0,0.0
851331-1,6.0,0.0
851335-1,0.0,0.0
851336-1,0.0,0.0
851338-1,0.0,0.0
851339-1,0.0,0.0
851341-1,0.0,0.0
851342-1,36.0,1.0
851343-1,0.0,0.0
851344-1,5.0,8.0
851351-1,0.0,0.0
851352-1,0.0,0.0
851353-1,0.0,0.0
851358-1,19.0,43.0
851362-1,60.0,0.0
851368-1,0.0,0.0
851369-1,0.0,0.0
851393-1,0.0,0.0
851394-1,0.0,0.0
851395-1,0.0,0.0
851400-1,0.0,0.0
8514-1,31.0,2.0
851417-1,0.0,0.0
851441,0.0,0.0
851463-1,0.0,0.0
851464-1,0.0,0.0
851490-1,1.0,0.0
851502-1,0.0,0.0
8515-1,4.0,0.0
8516-1,124.0,0.0
851659-1,0.0,0.0
851687-1,0.0,0.0
8517-1,14.0,0.0
8518-1,16.0,0.0
8519-1,20.0,0.0
851938-1,0.0,0.0
852001-1,155.0,9.0
8520-1,134.0,2.0
852095-1,1.0,0.0
852-1,364.0,0.0
8521-1,44.0,0.0
852113-1,0.0,0.0
852114-1,0.0,0.0
852115,0.0,0.0
852132-1,86.0,0.0
852146-1,0.0,0.0
852194-1,0.0,0.0
8522-1,35.0,0.0
852227-1,0.0,0.0
852231-1,94.0,2.0
852271-1,35.0,0.0
852272-1,43.0,0.0
852273-1,1.0,0.0
852293-1,2429.0,61.0
8523-1,89.0,0.0
852331-1,21.0,0.0
852333-1,0.0,0.0
852347-1,0.0,0.0
852351-1,0.0,0.0
852354-1,0.0,0.0
852445-1,0.0,0.0
852535-1,22.0,0.0
852548-1,0.0,0.0
852549-1,0.0,0.0
852550-1,0.0,0.0
852551-1,22.0,2.0
852552-1,18.0,0.0
852553-1,18.0,0.0
852554-1,19.0,2.0
852555-1,19.0,3.0
852697-1,22.0,0.0
852701-1,36.0,0.0
852702-1,44.0,1.0
852708-1,0.0,0.0
8527-1,587.0,0.0
852715-1,18.0,1.0
852737-1,6.0,0.0
852741-1,161.0,5.0
852744-1,61.0,5.0
852747-1,40.0,2.0
852750-1,86.0,0.0
852753-1,25.0,0.0
852769-1,20.0,0.0
852771-1,0.0,0.0
852774-1,0.0,0.0
852777-1,20.0,1.0
852786-1,29.0,0.0
8528-1,3.0,0.0
852815-1,0.0,0.0
852820-1,15.0,0.0
852837-1,0.0,0.0
852838-1,0.0,0.0
852842-1,0.0,0.0
852843-1,14.0,0.0
852844-1,16.0,0.0
852845-1,19.0,0.0
852848-1,0.0,0.0
852856-1,0.0,0.0
852858-1,0.0,0.0
8529-1,7.0,0.0
852921-1,35.0,1.0
852922-1,36.0,1.0
852942-1,23.0,0.0
852948-1,20.0,0.0
852949-1,14.0,1.0
852950-1,0.0,0.0
852979-1,0.0,0.0
852980-1,0.0,0.0
852981-1,0.0,0.0
852985-1,0.0,0.0
852986-1,0.0,0.0
852987-1,0.0,0.0
852995-1,15.0,0.0
852996-1,4.0,0.0
852997-1,0.0,0.0
8530-1,3.0,1.0
853037-1,18.0,2.0
853091-1,0.0,0.0
853092-1,0.0,0.0
853-1,624.0,0.0
8531-1,48.0,1.0
853111-1,25.0,3.0
853118-1,0.0,0.0
8531-2,49.0,1.0
853130-1,0.0,0.0
853143-1,0.0,0.0
853146-1,0.0,0.0
853148-1,0.0,0.0
853175-1,117.0,0.0
853176-1,21.0,8.0
853187-1,0.0,0.0
853191-1,0.0,0.0
853195-1,120.0,0.0
8532-1,29.0,1.0
853213-1,9.0,0.0
853219-1,29.0,1.0
8532-2,32.0,1.0
853261-1,1.0,0.0
853301-1,23.0,4.0
853305-1,7.0,0.0
8533-1,33.0,2.0
853313-1,6.0,0.0
8533-2,34.0,2.0
853340-1,32.0,1.0
853344-1,16.0,16.0
853345-1,28.0,14.0
853346-1,20.0,18.0
853352-1,0.0,0.0
853353-1,34.0,15.0
853358-1,16.0,2.0
853373-1,320.0,9.0
853378-1,18.0,4.0
853379-1,1.0,0.0
853380-1,1.0,0.0
853393-1,52.0,0.0
853395-1,1.0,0.0
8534-1,32.0,1.0
8534-2,33.0,1.0
853429-1,0.0,0.0
853430-1,0.0,0.0
853433-1,0.0,0.0
853439-1,0.0,0.0
853440-1,22.0,0.0
853441-1,0.0,0.0
853444-1,0.0,0.0
853447-1,0.0,0.0
853448-1,0.0,0.0
853449-1,0.0,0.0
853450-1,0.0,0.0
853451-1,0.0,0.0
853461-1,0.0,0.0
853463-1,0.0,0.0
853464-1,0.0,0.0
853465-1,0.0,0.0
853469-1,0.0,0.0
853470-1,0.0,0.0
853471-1,0.0,0.0
853472-1,0.0,0.0
853474-1,0.0,0.0
853475-1,0.0,0.0
853476-1,1.0,1.0
8535-1,35.0,1.0
853515-1,26.0,0.0
853516-1,24.0,0.0
8535-2,36.0,1.0
853556-1,29.0,6.0
853605-1,0.0,0.0
853609-1,1.0,0.0
8536-1,32.0,1.0
8536-2,33.0,1.0
853648-1,1.0,0.0
853687-1,24.0,2.0
8537-1,150.0,4.0
8538-1,651.0,0.0
8539-1,450.0,6.0
8540-1,26.0,1.0
854-1,212.0,0.0
8541-1,25.0,1.0
8542-1,29.0,1.0
8543-1,27.0,1.0
8544-1,29.0,1.0
8545-1,28.0,1.0
8546-1,10.0,0.0
8547-1,620.0,0.0
8548-1,216.0,10.0
8549-1,411.0,0.0
8550-1,25.0,2.0
855-1,516.0,4.0
8551-1,27.0,2.0
8552-1,27.0,2.0
8553-1,26.0,2.0
8554-1,26.0,2.0
8555-1,25.0,2.0
8556-1,160.0,0.0
8557-1,376.0,2.0
8558-1,640.0,4.0
8559-1,0.0,0.0
8560-1,39.0,2.0
856-1,367.0,5.0
8561-1,39.0,2.0
8562-1,39.0,2.0
8563-1,39.0,2.0
8564-1,39.0,2.0
8565-1,39.0,2.0
8566-1,42.0,1.0
