set_num,name,year,theme_id,matte,transparent
75828-1,Ecto1 & 2,2016,607,524.0,29.0
7583-1,Playful Puppy,2008,322,80.0,3.0
7585-1,Pony Stable,2008,323,217.0,5.0
7586-1,Sunshine Home,2008,322,372.0,94.0
75870-1,Chevrolet Corvette Z06,2016,601,185.0,7.0
7587-1,Pony Jumping,2008,323,54.0,5.0
75871-1,Ford Mustang GT,2016,601,198.0,3.0
75872-1,Audi R18 e-tron quattro,2016,601,176.0,3.0
75873-1,Audi R8 LMS ultra,2016,601,190.0,3.0
75874-1,Chevrolet Camaro Drag Race,2016,601,444.0,29.0
75875-1,Ford F-150 Raptor & Ford Model A Hot Rod,2016,601,660.0,43.0
75876-1,Porsche 919 Hybrid and 917K Pit Lane,2016,601,746.0,29.0
75877-1,Mercedes-AMG GT3,2017,601,202.0,10.0
75878-1,Bugatti Chiron,2017,601,179.0,2.0
75879-1,Scuderia Ferrari SF16-H,2017,601,188.0,12.0
75880-1,McLaren 720S,2017,601,165.0,8.0
75881-1,2016 Ford GT & 1966 Ford GT40,2017,601,363.0,25.0
75882-1,Ferrari FXX K & Development Center,2017,601,488.0,5.0
75883-1,"MERCEDES AMG PETRONAS Formula One"" Team",2017,601,902.0,38.0
75899-1,LaFerrari,2015,601,168.0,15.0
75900-1,Mummy Museum Mystery,2015,603,109.0,7.0
7590-1,Woody and Buzz to the Rescue,2010,275,95.0,1.0
75901-1,Mystery Plane Adventures,2015,603,124.0,10.0
75902-1,The Mystery Machine,2015,603,297.0,16.0
75903-1,Haunted Lighthouse,2015,603,437.0,22.0
75904-1,Mystery Mansion,2015,603,854.0,37.0
75908-1,458 Italia GT2,2015,601,163.0,10.0
75909-1,McLaren P1,2015,601,178.0,4.0
759-1,Storage Cabinet,1985,443,1.0,0.0
75910-1,Porsche 918 Spyder,2015,601,162.0,5.0
7591-1,Construct-a-Zurg,2010,275,121.0,3.0
75911-1,McLaren Mercedes Pit Stop,2015,601,353.0,3.0
75912-1,Porsche 911 GT Finish Line,2015,601,572.0,27.0
75913-1,F14 T & Scuderia Ferrari Truck,2015,601,906.0,13.0
75915-1,Pteranodon Capture,2015,602,165.0,8.0
75916-1,Dilophosaurus Ambush,2015,602,232.0,14.0
75917-1,Raptor Rampage,2015,602,298.0,35.0
75918-1,T-Rex Tracker,2015,602,512.0,27.0
75919-1,Indominus rex™ Breakout,2015,602,1067.0,88.0
75920-1,Raptor Escape,2015,602,363.0,28.0
7592-1,Construct-a-Buzz,2010,275,203.0,7.0
7593-1,Buzz's Star Command Spaceship,2010,275,226.0,32.0
7594-1,Woody's Roundup!,2010,275,504.0,7.0
7595-1,Army Men on Patrol,2010,275,84.0,7.0
7596-1,Trash Compactor Escape,2010,275,374.0,8.0
7597-1,Western Train Chase,2010,275,574.0,22.0
7598-1,Pizza Planet Truck Rescue,2010,275,218.0,11.0
7599-1,Garbage Truck Getaway,2010,275,394.0,20.0
76000-1,Arctic Batman vs. Mr. Freeze: Aquaman on Ice,2013,484,178.0,28.0
7600-1,Advent Calendar 2007 Belville,2007,210,0.0,0.0
7600-10,Advent Calendar 2007 Belville (Day  9) Sleigh,2007,218,7.0,2.0
7600-11,Advent Calendar 2007 Belville (Day 10) Snowman,2007,218,9.0,0.0
76001-1,The Bat vs. Bane: Tumbler Chase,2013,484,350.0,28.0
7600-12,Advent Calendar 2007 Belville (Day 11) Turret,2007,218,3.0,1.0
7600-13,Advent Calendar 2007 Belville (Day 12) Rabbit,2007,218,4.0,0.0
7600-14,Advent Calendar 2007 Belville (Day 13) Fruit Cup and Bottles,2007,218,6.0,5.0
7600-15,Advent Calendar 2007 Belville (Day 14) Flowers,2007,218,7.0,2.0
7600-16,Advent Calendar 2007 Belville (Day 15) Vanity Case,2007,218,4.0,1.0
7600-17,Advent Calendar 2007 Belville (Day 16) Fireplace,2007,218,16.0,5.0
7600-18,Advent Calendar 2007 Belville (Day 17) Frog Book and Jewel Case,2007,218,4.0,2.0
7600-19,Advent Calendar 2007 Belville (Day 18) Teddy Bear,2007,218,6.0,0.0
7600-2,Advent Calendar 2007 Belville (Day  1) Fairy with Wand,2007,218,1.0,1.0
7600-20,Advent Calendar 2007 Belville (Day 19) Jelly and Ice Cream,2007,218,6.0,6.0
7600-21,Advent Calendar 2007 Belville (Day 20) Dog and Bowl,2007,218,3.0,0.0
76002-1,Superman: Metropolis Showdown,2013,489,117.0,8.0
7600-22,Advent Calendar 2007 Belville (Day 21) Toy Ball,2007,218,5.0,8.0
7600-23,Advent Calendar 2007 Belville (Day 22) Festive Wreath,2007,218,13.0,0.0
7600-24,Advent Calendar 2007 Belville (Day 23) Toy Castle,2007,218,11.0,6.0
7600-25,Advent Calendar 2007 Belville (Day 24) Christmas Tree and Presents,2007,218,5.0,9.0
7600-3,Advent Calendar 2007 Belville (Day  2) Bed,2007,218,8.0,7.0
76003-1,Superman: Battle of Smallville,2013,489,403.0,31.0
7600-4,Advent Calendar 2007 Belville (Day  3) Vanity Unit,2007,218,3.0,6.0
76004-1,Spider-Man: Spider-Cycle Chase,2013,488,235.0,17.0
7600-5,Advent Calendar 2007 Belville (Day  4) Jewel Chest,2007,218,1.0,10.0
76005-1,Spider-Man: Daily Bugle Showdown,2013,488,452.0,38.0
7600-6,Advent Calendar 2007 Belville (Day  5) Cat,2007,218,5.0,1.0
76006-1,Iron Man: Extremis Sea Port Battle,2013,490,170.0,36.0
7600-7,Advent Calendar 2007 Belville (Day  6) Tea Set,2007,218,7.0,2.0
76007-1,Iron Man: Malibu Mansion Attack,2013,490,337.0,40.0
7600-8,Advent Calendar 2007 Belville (Day  7) Chair and Desk Lamp,2007,218,4.0,11.0
76008-1,Iron Man vs. The Mandarin: Ultimate Showdown,2013,490,82.0,15.0
7600-9,Advent Calendar 2007 Belville (Day  8) Kitten,2007,218,13.0,2.0
76009-1,Superman: Black Zero Escape,2013,489,153.0,21.0
760-1,Storage Cabinet,1985,443,5.0,0.0
76010-1,The Penguin Face Off,2014,484,127.0,16.0
76011-1,Batman: Man-Bat Attack,2014,484,183.0,12.0
76012-1,Batman: The Riddler Chase,2014,484,292.0,27.0
76013-1,The Joker Steam Roller,2014,484,428.0,57.0
76014-1,Spider-Trike vs. Electro,2014,488,62.0,7.0
76015-1,Doc Ock Truck Heist,2014,488,222.0,23.0
76016-1,Spider-Helicopter Rescue,2014,488,277.0,21.0
76017-1,Captain America vs. Hydra,2014,487,161.0,25.0
76018-1,Hulk Lab Smash,2014,487,353.0,44.0
76019-1,Starblaster Showdown,2014,483,180.0,23.0
760-2,London Bus,1975,397,110.0,0.0
76020-1,Knowhere Escape Mission,2014,483,377.0,74.0
7602-1,Jeep,2006,22,33.0,14.0
76021-1,The Milano Spaceship Rescue,2014,483,638.0,66.0
76022-1,X-Men vs. The Sentinel,2014,491,317.0,31.0
76023-1,The Tumbler,2014,485,1851.0,16.0
76025-1,Green Lantern vs. Sinestro,2015,486,130.0,44.0
76026-1,Gorilla Grodd Goes Bananas,2015,486,297.0,49.0
76027-1,Black Manta Deep Sea Strike,2015,486,375.0,11.0
76028-1,Darkseid Invasion,2015,486,470.0,74.0
76029-1,Iron Man vs. Ultron,2015,487,60.0,32.0
76030-1,Avengers Hydra Showdown,2015,487,191.0,28.0
76031-1,The Hulk Buster Smash,2015,487,209.0,38.0
76032-1,The Avengers Quinjet Chase,2015,487,644.0,77.0
76034-1,Batboat Harbor Pursuit,2015,484,239.0,34.0
76035-1,Jokerland,2015,484,978.0,112.0
76036-1,Carnage's Shield Sky Attack,2015,493,89.0,13.0
76037-1,Rhino and Sandman Supervillain Team-up,2015,493,393.0,13.0
76038-1,Attack on Avengers Tower,2015,487,407.0,107.0
76039-1,Ant-Man Final Battle,2015,493,183.0,16.0
76040-1,Brainiac Attack,2015,486,166.0,12.0
7604-1,Dinosaur,2006,22,33.0,2.0
76041-1,The Hydra Fortress Smash,2015,487,374.0,49.0
76042-1,The SHIELD Helicarrier,2015,487,2845.0,234.0
76044-1,Clash of the Heroes,2016,482,90.0,10.0
76045-1,Kryptonite Interception,2016,482,294.0,16.0
76046-1,Heroes of Justice: Sky High Battle,2016,482,489.0,47.0
76047-1,Black Panther Pursuit,2016,493,284.0,14.0
76048-1,Iron Skull Sub Attack,2016,487,285.0,58.0
76049-1,Avenjet Space Mission,2016,487,465.0,56.0
76050-1,Crossbones’ Hazard Heist,2016,493,170.0,18.0
76051-1,Super Hero Airport Battle,2016,482,735.0,80.0
76052-1,Batman Classic TV Series - Batcave,2016,484,2424.0,48.0
76053-1,Gotham City Cycle Chase,2016,484,223.0,20.0
76054-1,Batman: Scarecrow Harvest of Fear,2016,484,530.0,56.0
76055-1,Batman: Killer Croc Sewer Smash,2016,484,710.0,48.0
76056-1,Batman: Rescue from Ra's al Ghul,2016,484,233.0,23.0
76057-1,Spider-Man: Web Warriors Ultimate Bridge Battle,2016,488,1060.0,31.0
76058-1,Spider-Man: Ghost Rider Team-up,2016,488,188.0,42.0
76059-1,Spider-Man: Doc Ock's Tentacle Trap,2016,488,428.0,35.0
76060-1,Doctor Strange's Sanctum Sanctorum,2016,493,358.0,17.0
7606-1,Frog,2006,22,39.0,0.0
76061-1,Mighty Micros: Batman™ vs. Catwoman™,2016,482,70.0,17.0
76062-1,Mighty Micros: Robin™ vs. Bane™,2016,482,71.0,13.0
76063-1,Mighty Micros: The Flash™ vs. Captain Cold™,2016,482,79.0,19.0
76064-1,Mighty Micros: Spider-Man vs. Green Goblin,2016,482,81.0,12.0
76065-1,Mighty Micros: Captain America vs. Red Skull,2016,482,90.0,12.0
76066-1,Mighty Micros: Hulk vs. Ultron,2016,482,73.0,11.0
76067-1,Tanker Truck Takedown,2016,493,282.0,47.0
76068-1,Mighty Micros: Superman™ vs. Bizarro™,2017,489,87.0,14.0
76069-1,Mighty Micros: Batman vs. Killer Moth,2017,484,82.0,9.0
76070-1,Mighty Micros: Wonder Woman vs. Doomsday,2017,482,67.0,23.0
7607-1,Butterfly,2006,22,29.0,0.0
76071-1,Mighty Micros: Spider-Man vs. Scorpion ,2017,488,71.0,8.0
76072-1,Mighty Micros: Iron Man vs. Thanos,2017,482,79.0,21.0
76073-1,Mighty Micros: Wolverine vs. Magneto,2017,493,79.0,13.0
76075-1,"Wonder Woman"" Warrior Battle",2017,482,272.0,13.0
76076-1,Captain America Jet Pursuit,2017,493,144.0,17.0
76077-1,Iron Man: Detroit Steel Strikes,2017,493,350.0,26.0
76078-1,Hulk vs. Red Hulk,2017,493,378.0,7.0
76079-1,Ravager Attack,2017,483,170.0,26.0
76080-1,Ayesha's Revenge,2017,483,274.0,30.0
7608-1,Shark,2006,22,27.0,0.0
76081-1,The Milano vs. The Abilisk,2017,483,436.0,20.0
76082-1,ATM Heist Battle,2017,493,169.0,15.0
76083-1,Beware the Vulture,2017,493,338.0,36.0
7609-1,Helicopter,2006,24,28.0,3.0
7610-1,Speedboat,2006,22,22.0,1.0
7611-1,Police Car,2008,112,30.0,8.0
7612-1,Muscle Car,2008,120,33.0,5.0
7613-1,Track Racer,2008,120,29.0,9.0
7615-1,Basic Blue Bucket,2009,37,470.0,5.0
7616-1,Basic Red Bucket,2009,37,428.0,0.0
7620-1,Motorcycle Chase,2008,266,82.0,0.0
7621-1,Lost Tomb,2008,267,280.0,3.0
7622-1,Race for the Stolen Treasure,2008,267,270.0,14.0
7623-1,Temple Escape,2008,267,567.0,1.0
7624-1,Jungle Duel,2008,265,90.0,4.0
7625-1,River Chase,2008,265,234.0,8.0
7626-1,Jungle Cutter,2008,265,515.0,12.0
7627-1,Temple of the Crystal Skull,2008,265,938.0,13.0
7628-1,Peril in Peru,2008,265,609.0,39.0
7630-1,Front-End Loader,2009,56,102.0,12.0
7631-1,Dump Truck,2009,56,173.0,19.0
7632-1,Crawler Crane,2009,56,477.0,14.0
7633-1,Construction Site,2009,56,830.0,96.0
7634-1,Tractor,2009,57,75.0,6.0
7635-1,4WD with Horse Trailer,2009,57,152.0,29.0
7636-1,Combine Harvester,2009,57,356.0,16.0
7637-1,Farm,2009,57,609.0,19.0
7638-1,Tow Truck,2009,63,115.0,17.0
7639-1,Camper,2009,63,144.0,22.0
7641-1,City Corner,2009,63,451.0,52.0
7642-1,Garage,2009,63,928.0,65.0
7643-1,Air Show Plane,2009,53,114.0,4.0
7644-1,MX-81 Hypersonic Operations Aircraft,2008,137,759.0,64.0
7645-1,MT-61 Crystal Reaper,2008,137,573.0,47.0
764521-1,Co-Pack,2008,52,0.0,0.0
7646-1,ETX Alien Infiltrator,2008,137,310.0,33.0
7647-1,MX-41 Switch Fighter,2008,137,200.0,34.0
7648-1,MT-21 Mobile Mining Unit,2008,137,126.0,12.0
7649-1,MT-201 Ultra-Drill Walker,2008,137,706.0,76.0
7654-1,Droids Battle Pack,2007,168,104.0,7.0
7655-1,Clone Troopers Battle Pack,2007,168,56.0,2.0
7656-1,General Grievous Starfighter,2007,168,232.0,8.0
7657-1,AT-ST,2007,169,245.0,1.0
7658-1,Y-wing Fighter,2007,169,452.0,10.0
7659-1,Imperial Landing Craft,2007,169,451.0,30.0
7660-1,Naboo N-1 Starfighter and Vulture Droid,2007,166,280.0,5.0
7661-1,Jedi Starfighter with Hyperdrive Booster Ring,2007,168,562.0,22.0
7662-1,Trade Federation MTT,2007,166,1333.0,17.0
7663-1,Sith Infiltrator,2007,166,299.0,16.0
7664-1,TIE Crawler,2007,170,545.0,9.0
7665-1,Republic Cruiser (Limited Edition - with R2-R7),2007,166,908.0,19.0
7666-1,Hoth Rebel Base [Limited Edition - with K-3PO],2007,169,542.0,25.0
7667-1,Imperial Dropship,2008,170,80.0,3.0
7668-1,Rebel Scout Speeder,2008,170,82.0,2.0
7669-1,Anakin's Jedi Starfighter,2008,165,152.0,5.0
7669-2,Anakin's Jedi Starfighter Clone Wars White Box,2008,165,143.0,5.0
7670-1,Hailfire Droid & Spider Droid,2008,167,243.0,17.0
7670-2,Hailfire Droid & Spider Droid Clone Wars White Box,2008,165,243.0,17.0
7671-1,AT-AP Walker,2008,168,392.0,5.0
7672-1,Rogue Shadow,2008,170,487.0,12.0
7673-1,Magna Guard Starfighter,2008,165,419.0,23.0
7674-1,V-19 Torrent,2008,165,466.0,10.0
7675-1,AT-TE Walker,2008,165,809.0,10.0
7676-1,Republic Attack Gunship,2008,165,1011.0,48.0
7678-1,Droid Gunship,2008,168,325.0,7.0
7679-1,Republic Fighter Tank,2008,165,594.0,16.0
7680-1,The Twilight - Limited Edition,2008,165,880.0,15.0
7681-1,Separatist Spider Droid,2008,165,218.0,1.0
7682-1,Shanghai Chase,2009,268,237.0,19.0
7683-1,Fight on the Flying Wing,2009,267,374.0,11.0
7684-1,Pig Farm & Tractor,2010,57,250.0,17.0
7685-1,Dozer,2009,56,342.0,15.0
7686-1,Helicopter Transporter,2009,63,347.0,52.0
7687-1,Advent Calendar 2009 City,2009,208,0.0,0.0
7687-10,Advent Calendar 2009 City (Day  9) Traffic Light,2009,220,5.0,4.0
7687-11,Advent Calendar 2009 City (Day 10) Letter Carrier,2009,220,5.0,0.0
7687-12,Advent Calendar 2009 City (Day 11) ATV,2009,220,18.0,0.0
7687-13,Advent Calendar 2009 City (Day 12) Crate and Present,2009,220,9.0,0.0
7687-14,Advent Calendar 2009 City (Day 13) Chef and Cup,2009,220,5.0,0.0
7687-15,Advent Calendar 2009 City (Day 14) Coffee Stand,2009,220,21.0,0.0
7687-16,Advent Calendar 2009 City (Day 15) Park Bench,2009,220,9.0,0.0
7687-17,Advent Calendar 2009 City (Day 16) Street Cleaner,2009,220,5.0,0.0
7687-18,Advent Calendar 2009 City (Day 17) Wheelbarrow and Snowballs,2009,220,15.0,0.0
7687-19,Advent Calendar 2009 City (Day 18) Fountain,2009,220,5.0,4.0
7687-2,Advent Calendar 2009 City (Day  1) Minifigure and Snowballs,2009,220,8.0,0.0
7687-20,Advent Calendar 2009 City (Day 19) Child and RC Car,2009,220,13.0,2.0
7687-21,Advent Calendar 2009 City (Day 20) RC Car Cones and Flag,2009,220,16.0,2.0
7687-22,Advent Calendar 2009 City (Day 21) Lumberjack,2009,220,6.0,0.0
7687-23,Advent Calendar 2009 City (Day 22) Chainsaw Sawhorse and Log,2009,220,14.0,0.0
7687-24,Advent Calendar 2009 City (Day 23) Christmas Tree,2009,220,21.0,1.0
7687-25,Advent Calendar 2009 City (Day 24) Santa and Fireplace,2009,220,26.0,3.0
7687-3,Advent Calendar 2009 City (Day  2) Snowman,2009,220,10.0,0.0
7687-4,Advent Calendar 2009 City (Day  3) Sleigh,2009,220,5.0,0.0
7687-5,Advent Calendar 2009 City (Day  4) Minifigure on Skates,2009,220,7.0,0.0
7687-6,Advent Calendar 2009 City (Day  5) Skate Stand,2009,220,12.0,0.0
7687-7,Advent Calendar 2009 City (Day  6) Street Light with Garland,2009,220,11.0,2.0
7687-8,Advent Calendar 2009 City (Day  7) Police Officer with Loudhailer,2009,220,5.0,0.0
7687-9,Advent Calendar 2009 City (Day  8) Road Barrier,2009,220,9.0,3.0
7688-1,Sports Plane,2010,53,102.0,8.0
7690-1,MB-01 Eagle Command Base,2007,137,700.0,87.0
7691-1,ETX Alien Mothership Assault,2007,137,381.0,61.0
7692-1,MX-71 Recon Dropship,2007,137,399.0,50.0
7693-1,ETX Alien Strike,2007,137,214.0,40.0
7694-1,MT-31 Trike,2007,137,92.0,9.0
7695-1,MX-11 Astro Fighter,2007,137,52.0,6.0
7696-1,Commuter Jet,2011,53,96.0,14.0
7697-1,MT-51 Claw-Tank Ambush,2007,137,346.0,42.0
7699-1,MT-101 Armored Drilling Unit,2007,137,606.0,50.0
7700-1,Stealth Hunter,2006,389,164.0,7.0
770-1,Rescue Set,1976,420,131.0,11.0
7701-1,Grand Titan,2006,389,187.0,15.0
7702-1,Thunder Fury,2006,389,188.0,13.0
7703-1,Fire Vulture,2006,389,179.0,6.0
7704-1,Sonic Phantom,2006,389,211.0,12.0
7705-1,Gate Assault,2006,389,411.0,10.0
7706-1,Mobile Defense Tank,2006,389,369.0,6.0
7707-1,Striking Venom,2006,389,610.0,45.0
7708-1,Uplink,2006,389,72.0,0.0
7709-1,Sentai Fortress,2006,389,1401.0,94.0
7710-1,Push-Along Passenger Steam Train,1980,235,413.0,19.0
7711-1,Sentry,2006,389,74.0,7.0
7712-1,Supernova,2006,389,277.0,13.0
7713-1,Bridge Walker vs. White Lightning,2006,389,601.0,66.0
7714-1,Golden Guardian [Limited Gold Edition],2007,389,265.0,2.0
7715-1,Push-Along Passenger Steam Train,1985,235,420.0,30.0
7716-1,QUICK Good Guy White,2006,324,21.0,0.0
7717-1,QUICK Bad Guy Green,2006,324,26.0,0.0
7718-1,QUICK Bad Guy Yellow,2006,324,26.0,0.0
7719-1,QUICK Good Guy Red,2006,324,21.0,0.0
7720-1,"Diesel Freight Train Set, battery",1980,235,409.0,18.0
7721-1,Combat Crawler X2,2007,389,582.0,15.0
7722-1,"Steam Cargo Train, battery",1985,235,480.0,18.0
7723-1,Police Pontoon Plane,2008,61,202.0,18.0
7724-1,Advent Calendar 2008 City,2008,208,0.0,0.0
7724-10,Advent Calendar 2008 City (Day  9) Ladder,2008,220,3.0,0.0
7724-11,Advent Calendar 2008 City (Day 10) Chef and Paddle,2008,220,5.0,0.0
7724-12,Advent Calendar 2008 City (Day 11) Table and Pizzas,2008,220,14.0,0.0
7724-13,Advent Calendar 2008 City (Day 12) Oven,2008,220,10.0,0.0
7724-14,Advent Calendar 2008 City (Day 13) Diver and Spear Gun,2008,220,1.0,1.0
7724-15,Advent Calendar 2008 City (Day 14) Life Vest Fins and Bouy,2008,220,6.0,0.0
7724-16,Advent Calendar 2008 City (Day 15) Underwater Scooter,2008,220,10.0,2.0
7724-17,Advent Calendar 2008 City (Day 16) Police Officer and Camera,2008,220,3.0,0.0
7724-18,Advent Calendar 2008 City (Day 17) Mug Shot Studio,2008,220,8.0,1.0
7724-19,Advent Calendar 2008 City (Day 18) Criminal with Handcuffs,2008,220,6.0,0.0
7724-2,Advent Calendar 2008 City (Day  1) Minifigure and Drumstick,2008,220,5.0,0.0
7724-20,Advent Calendar 2008 City (Day 19) Train Worker,2008,220,4.0,0.0
7724-21,Advent Calendar 2008 City (Day 20) Pallet Jack,2008,220,18.0,0.0
7724-22,Advent Calendar 2008 City (Day 21) Pallet of Bottles,2008,220,6.0,12.0
7724-23,Advent Calendar 2008 City (Day 22) Hiker with Ice Pick,2008,220,7.0,0.0
7724-24,Advent Calendar 2008 City (Day 23) Snowmobile,2008,220,18.0,0.0
7724-25,Advent Calendar 2008 City (Day 24) Female and Snowman,2008,220,18.0,0.0
7724-3,Advent Calendar 2008 City (Day  2) Barbecue,2008,220,10.0,2.0
7724-4,Advent Calendar 2008 City (Day 3) Table Cup and Frying Pan,2008,220,4.0,0.0
7724-5,Advent Calendar 2008 City (Day  4) Female with Ice Cream,2008,220,5.0,0.0
7724-6,Advent Calendar 2008 City (Day  5) Freezer Chest and Umbrella,2008,220,7.0,0.0
7724-7,Advent Calendar 2008 City (Day  6) Ice Cream Cart and Sundae,2008,220,12.0,2.0
7724-8,Advent Calendar 2008 City (Day  7) Fireman and Radio,2008,220,5.0,0.0
7724-9,Advent Calendar 2008 City (Day  8) Kitten in a Tree,2008,220,6.0,0.0
7725-1,Electric Passenger Train,1981,234,454.0,36.0
7726-1,Coast Guard Truck with Speed Boat,2008,55,344.0,35.0
7727-1,Freight Steam Train,1983,234,555.0,14.0
7730-1,Electric Goods Train,1980,234,511.0,8.0
7731-1,Mail Van,2008,50,62.0,6.0
7732-1,Air Mail,2008,50,82.0,9.0
7733-1,Truck & Forklift,2008,54,331.0,22.0
7734-1,Cargo Plane,2008,54,459.0,13.0
7735-1,Freight Train,1985,234,497.0,20.0
7736-1,Coast Guard Quad Bike,2008,55,31.0,4.0
7737-1,Off-Road Vehicle and Jet Scooter,2008,55,119.0,17.0
7738-1,Coast Guard Helicopter and Life Raft,2008,55,439.0,20.0
7739-1,Coast Guard Patrol Boat and Tower,2008,55,419.0,38.0
7740-1,Inter-City Passenger Train,1980,234,743.0,42.0
7741-1,Police Helicopter,2008,61,82.0,17.0
7743-1,Police Command Center,2008,61,481.0,62.0
7744-1,Police Headquarters,2008,61,874.0,111.0
7745-1,High-Speed City Express Passenger Train,1985,234,692.0,44.0
7746-1,Single-Drum Roller,2009,56,199.0,17.0
7747-1,Wind Turbine Transport,2009,63,417.0,31.0
7748-1,Corporate Alliance Tank Droid,2009,165,220.0,3.0
7749-1,Echo Base,2009,169,160.0,3.0
7750-1,Steam Engine,1980,234,257.0,11.0
775-1,Fire Fighter Ship,1978,363,125.0,17.0
7751-1,Ahsoka's Starfighter and Vulture Droid,2009,165,283.0,13.0
7752-1,Count Dooku's Solar Sailer,2009,165,377.0,15.0
7753-1,Pirate Tank,2009,165,377.0,1.0
7754-1,Home One Mon Calamari Star Cruiser - Limited Edition,2009,169,776.0,36.0
7755-1,Diesel Heavy Shunting Locomotive,1983,234,155.0,8.0
7760-1,Diesel Shunter Locomotive,1980,234,146.0,6.0
7770-1,Deep Sea Treasure Hunter,2007,310,73.0,7.0
7771-1,Angler Ambush,2007,310,133.0,5.0
7772-1,Lobster Strike,2007,310,206.0,23.0
7773-1,Tiger Shark Attack,2007,310,339.0,12.0
7774-1,Crab Crusher,2007,310,556.0,48.0
7775-1,Aquabase Invasion,2007,310,794.0,82.0
7776-1,The Shipwreck,2007,310,224.0,25.0
7777-1,Idea Book 7777,1981,499,0.0,0.0
7778-1,Midi-Scale Millennium Falcon,2009,169,359.0,3.0
7779-1,The Batman Dragster: Catwoman Pursuit,2006,484,88.0,8.0
7780-1,The Batboat: Hunt for Killer Croc,2006,484,186.0,12.0
7781-1,The Batmobile: Two-Face's Escape,2006,484,373.0,33.0
7782-1,The Batwing: The Joker's Aerial Assault,2006,484,503.0,34.0
7783-1,The Batcave: The Penguin and Mr. Freeze's Invasion,2006,484,1022.0,83.0
7784-1,The Batmobile Ultimate Collectors' Edition,2006,485,1021.0,31.0
7785-1,Arkham Asylum,2006,484,831.0,48.0
7786-1,The Batcopter: The Chase for the Scarecrow,2007,484,294.0,14.0
7787-1,The Bat-Tank: The Riddler and Bane's Hideout,2007,484,642.0,24.0
7789-1,Lotso's Dump Truck,2010,275,123.0,10.0
7793-1,LEGO Standard Starter Set,2006,37,445.0,38.0
7795-1,LEGO Deluxe Starter Set,2006,37,1066.0,26.0
7796-1,House,2008,34,50.0,4.0
7797-1,Bi-Plane,2008,24,37.0,1.0
7798-1,Stegosaurus,2008,31,47.0,3.0
7799-1,Cargo Chopper,2008,22,37.0,1.0
7800-1,Off Road Racer,2009,120,29.0,0.0
780-1,Road Construction Set,1976,416,153.0,6.0
7801-1,Red Racer Polybag,2009,120,37.0,5.0
7802-1,Black Racer Polybag,2009,120,30.0,0.0
7803-1,Jeep,2009,30,32.0,7.0
7804-1,Green Lizard,2009,22,34.0,0.0
7805-1,Shark,2009,22,43.0,3.0
7808-1,Yellow Airplane,2009,22,33.0,5.0
7810-1,Push-Along Steam Engine,1980,235,94.0,3.0
781-1,Storage Case,1982,473,1.0,0.0
7813-1,Shell Tanker Wagon,1986,235,121.0,0.0
7814-1,Crane Wagon with Small Container,1980,235,113.0,0.0
7815-1,Passenger Carriage / Sleeper,1983,235,214.0,14.0
7816-1,Shell Tanker Wagon,1980,235,111.0,0.0
7817-1,Crane Wagon,1985,235,147.0,1.0
7818-1,Passenger Carriage,1980,235,107.0,8.0
7819-1,Postal Container Wagon Covered,1983,233,176.0,6.0
7820-1,Mail Van,1980,233,201.0,10.0
782-1,Storage Case,1984,473,1.0,0.0
7821-1,Overhead Gantry and Lighting Maintenance Wagon,1983,235,90.0,0.0
7822-1,Railway Station,1980,235,381.0,1.0
7823-1,Container Crane Depot,1986,234,475.0,8.0
7824-1,Railway Station,1983,235,469.0,9.0
7825-1,Creator Bucket,2002,37,498.0,2.0
7830-1,Small Blue Bucket,2002,37,168.0,32.0
783-1,Storage Case,1985,473,1.0,0.0
7831-1,Make-believe Bucket,2002,37,200.0,0.0
7832-1,Small Blue Bucket,2002,37,200.0,0.0
7834-1,Level Crossing Manual,1980,234,95.0,0.0
7835-1,Manual Road Crossing,1985,235,134.0,2.0
7836-1,Halloween Bucket,2003,206,200.0,0.0
7837-1,Build and Create,2002,37,598.0,2.0
7838-1,Freight Loading Depot with Wagon,1983,235,318.0,6.0
7839-1,Car Transport Depot,1986,234,330.0,11.0
7844-1,Duplo Airport Rescue Truck,2004,504,27.0,1.0
7848-1,Toys 'R' Us Truck,2010,63,315.0,39.0
7850-1,8 Straight Rails Gray 4.5v,1980,243,32.0,0.0
785-1,Red Box,1973,473,1.0,0.0
7851-1,8 Curved Rails Gray 4.5v,1980,243,32.0,0.0
7852-1,Left and Right Points Manual Gray 4.5v,1980,243,14.0,0.0
7853-1,"Crossing, Gray 4.5v",1980,243,5.0,0.0
7854-1,8 Straight Electric Rails Gray 12v,1980,242,8.0,0.0
7855-1,8 Curved Electric Rails Gray 12v,1980,242,8.0,0.0
7856-1,Left and Right Manual Points with Electric Rails,1980,242,16.0,0.0
7857-1,"Crossing, Electric Rails Gray 12v",1980,242,5.0,0.0
78579-1,Action Pack (Target Exclusive),1998,50,0.0,0.0
78579-2,Action Pack,1998,50,0.0,0.0
7858-1,Remote Controlled Points Right 12v,1980,242,12.0,0.0
7859-1,Remote Controlled Points Left 12v,1980,242,12.0,0.0
78597-1,Extreme Action Pack,1999,87,0.0,0.0
7860-1,Remote Controlled Signal 12v,1980,242,25.0,0.0
786-1,Storage Cloth,1980,473,1.0,0.0
7861-1,Lighting Set Electric 12v,1980,242,12.0,16.0
7862-1,Remote Controlled Decoupling,1981,242,16.0,0.0
7863-1,Remote Controlled Point Motor,1980,242,7.0,0.0
