name,matte,transparent
Tehutti,29.0,1.0
Ahkmou,26.0,1.0
Orkahm,29.0,1.0
Ehrye,29.0,1.0
Kanoka Disk Launcher Pack,3.0,2.0
Vahki Nuurakh,31.0,1.0
Vahki Nuurakh Limited Edition with Movie Edition Vahi and Disk Of Time,32.0,1.0
Vahki Bordakh,31.0,1.0
Vahki Bordakh Limited Edition with Movie Edition Vahi and Disk Of Time,32.0,1.0
Vahki Vorzakh,31.0,1.0
Vahki Vorzakh Limited Edition with Movie Edition Vahi and Disk Of Time,32.0,1.0
Vahki Zadakh,31.0,1.0
Vahki Zadakh Limited Edition with Movie Edition Vahi and Disk Of Time,32.0,1.0
Vahki Rorzakh,31.0,1.0
Vahki Rorzakh Limited Edition with Movie Edition Vahi and Disk Of Time,32.0,1.0
Vahki Keerakh,31.0,1.0
Vahki Keerakh Limited Edition with Movie Edition Vahi and Disk Of Time,32.0,1.0
Snow Scooter,100.0,1.0
Turaga Dume and Nivawk,177.0,3.0
Nidhiki,172.0,1.0
Krekka,211.0,3.0
Race for the Mask of Life,514.0,6.0
Umbra,183.0,1.0
Irnakk,8.0,0.0
Mission 3: Gold Hunt,339.0,26.0
Mission 1: Jetpack Pursuit,87.0,3.0
Mission 2: Swamp Raid,220.0,25.0
Mission 4: Speedboat Rescue,326.0,25.0
Mission 5: Turbocar Chase,478.0,37.0
Mission 6: Mobile Command Center,1099.0,101.0
Mission 7: Deep Sea Quest,488.0,47.0
Mission 8: Volcano Base,611.0,128.0
Spy Jet Escape,318.0,29.0
Big Bentley Bust Out,742.0,32.0
Polar Copter,237.0,1.0
Flame Glider,52.0,2.0
Monster Crusher,42.0,2.0
Power Cruiser,44.0,2.0
Street Maniac,34.0,1.0
Muscle Slammer Bike,127.0,4.0
Speed Slammer Bike,126.0,4.0
Night Racer,71.0,8.0
Buzz Saw,62.0,4.0
Nitro Menace,624.0,6.0
Furious Slammer Racer,257.0,2.0
Jumping Giant,241.0,4.0
Enzo Ferrari 1:17,474.0,14.0
Enzo Ferrari 1:10,1371.0,16.0
Scuderia Ferrari Truck,815.0,16.0
RX-Sprinter,58.0,0.0
F6 Truck,46.0,0.0
ATR 4,38.0,0.0
Big Bling Wheelie,29.0,3.0
Arctic Rescue Unit,386.0,1.0
Carbon Star,44.0,1.0
Blue Renegade,45.0,4.0
Fat Trax,40.0,2.0
Road Hero,54.0,0.0
Highway Enforcer {Box},48.0,8.0
TunerX,59.0,2.0
Action Wheelie,81.0,0.0
LEGO Competition Racers: Racers Fly Wheel Side Rider,107.0,7.0
Fire Spinner 360,109.0,7.0
Jump Master,94.0,15.0
Ferrari 430 Spider 1:17,558.0,10.0
Ferrari Finish Line,561.0,22.0
Ferrari F1 Fuel Stop,192.0,4.0
Ferrari F1 Racer 1:8,1252.0,1.0
Outdoor Challenger,104.0,0.0
Sunset Cruiser,53.0,0.0
Ultimate Build Mater,287.0,12.0
Ultimate Build Francesco,195.0,0.0
Tokyo International Circuit,816.0,50.0
Arctic Rescue Base,522.0,1.0
Tuner Garage,629.0,35.0
Nitro Intimidator,718.0,13.0
Minifigure Series 1 [Random Bag],0.0,0.0
Tribal Hunter - Complete Set,9.0,0.0
Super Wrestler - Complete Set,5.0,0.0
Nurse - Complete Set,8.0,0.0
Ninja - Complete Set,7.0,0.0
Spaceman - Complete Set,6.0,3.0
Forestman - Complete Set,9.0,0.0
Deep Sea Diver - Complete Set,8.0,1.0
Cowboy - Complete Set,8.0,0.0
Collectable Minifigures - LEGO Minifigures Series 1 - Complete,0.0,0.0
Minifigure Series 1 (Box of 60),0.0,0.0
Cheerleader - Complete Set,7.0,0.0
Caveman - Complete Set,6.0,0.0
Circus Clown - Complete Set,6.0,0.0
Zombie - Complete Set,6.0,0.0
Skater - Complete Set,8.0,0.0
Robot - Complete Set,6.0,0.0
Demolition Dummy - Complete Set,6.0,0.0
Magician - Complete Set,7.0,0.0
Minifigure Series 2 [Random Bag],0.0,0.0
Mariachi / Maraca Man - Complete Set,10.0,0.0
Weightlifter - Complete Set,8.0,0.0
Pop Star - Complete Set,7.0,0.0
Skier - Complete Set,10.0,0.0
Disco Dude - Complete Set,6.0,0.0
Karate Master - Complete Set,7.0,0.0
Surfer - Complete Set,6.0,0.0
Pharaoh - Complete Set,6.0,0.0
Collectable Minifigures - LEGO Minifigures Series 2 - Complete,0.0,0.0
Minifigure Series 2 (Box of 60),0.0,0.0
Spartan Warrior - Complete Set,8.0,0.0
Circus Ringmaster - Complete Set,6.0,0.0
Witch - Complete Set,6.0,0.0
Vampire - Complete Set,7.0,0.0
Traffic Cop - Complete Set,8.0,0.0
Explorer - Complete Set,8.0,0.0
Lifeguard - Complete Set,6.0,0.0
Mime - Complete Set,7.0,0.0
Toa Kopaka,50.0,3.0
Toa Lewa,49.0,2.0
Toa Pohatu,65.0,2.0
Toa Gali,58.0,3.0
Toa Tahu,73.0,2.0
Toa Onua,60.0,3.0
Antroz,45.0,7.0
Vamprah,41.0,7.0
Chirox,41.0,7.0
Krika,38.0,2.0
Gorast,47.0,4.0
Bitil,55.0,2.0
Toa Ignika,141.0,1.0
Vultraz,133.0,1.0
Takanuva,269.0,1.0
Expert Builder Power Pack,27.0,0.0
Supplementary Set,22.0,0.0
King Jayko,132.0,3.0
Lord Vladek,115.0,1.0
Sir Kentis,43.0,0.0
Sir Adric,40.0,0.0
Dracus,39.0,0.0
Karzon,45.0,0.0
Boulder Blaster,293.0,10.0
Cave Crusher,244.0,28.0
Underground Mining Station,593.0,55.0
Supplementary Set,124.0,0.0
Supplementary Set,82.0,0.0
Action Figures,12.0,2.0
The LEGO TECHNIC Team / Team,6.0,3.0
Ultimate Creatures Accessory Set,387.0,14.0
Zamor Spheres,10.0,0.0
Power Pack,57.0,0.0
Supplementary Set,77.0,0.0
Velika,20.0,2.0
Kazi,27.0,2.0
Piruk,26.0,4.0
Garan,22.0,0.0
Balta,25.0,0.0
Dalu,25.0,3.0
Inika Toa Jaller,33.0,13.0
Inika Toa Hahli,42.0,4.0
Inika Toa Nuparu,51.0,5.0
Inika Toa Hewkii,59.0,4.0
Inika Toa Kongu,42.0,4.0
Inika Toa Matoro,34.0,13.0
Axonn,199.0,1.0
Brutaka,198.0,1.0
Power Pack Motor Set,64.0,0.0
Toa Hordika Vakama,46.0,2.0
Toa Hordika Nokama,46.0,2.0
Toa Hordika Whenua,46.0,2.0
Toa Hordika Onewa,46.0,2.0
Toa Hordika Matau,46.0,2.0
Supplementary Set,38.0,0.0
Toa Hordika Nuju,46.0,2.0
Visorak Vohtarak,48.0,2.0
Visorak Boggarak,48.0,2.0
Visorak Oohnorak,47.0,2.0
Visorak Roporak,48.0,2.0
Visorak Keelerak,48.0,2.0
Visorak Suukorak,48.0,2.0
Rhotuka Spinners,5.0,0.0
Supplementary Set,38.0,0.0
Keetongu,208.0,2.0
Sidorak,213.0,2.0
Visorak Battle Ram,193.0,2.0
Tower of Toa,406.0,12.0
Battle of Metru Nui,860.0,12.0
Supplementary Set,38.0,0.0
Roodaka,240.0,2.0
Toa Iruini,53.0,1.0
Toa Norik,55.0,1.0
Vezon & Fenrakk,286.0,3.0
Visorak's Gate,332.0,5.0
Danju (European version without Cards),41.0,2.0
Supplementary Set,30.0,0.0
Jayko (European version without Cards),44.0,2.0
Rascus (European version without Cards),45.0,2.0
Santis (European version without Cards),45.0,2.0
Vladek (European version without Cards),47.0,2.0
Vladek Encounter,45.0,0.0
Border Ambush,179.0,2.0
The Grand Tournament,319.0,6.0
Citadel of Orlan,433.0,19.0
Supplementary Set,52.0,0.0
Castle of Morcia,656.0,10.0
Danju (USA version with 3 Cards),44.0,2.0
"Danju (USA version with 6 Cards, Target Promo)",47.0,2.0
Jayko (USA version with 3 Cards),47.0,2.0
"Jayko (USA version with 6 Cards, Target Promo)",50.0,2.0
Rascus (USA version with 3 Cards),48.0,2.0
"Rascus (USA version with 6 Cards, Target Promo)",51.0,2.0
Santis (USA version with 3 Cards),48.0,2.0
"Santis (USA version with 6 Cards, Target Promo)",51.0,2.0
MUJI Transparent Set,0.0,0.0
MUJI Sea Set,69.0,29.0
MUJI Circus Set,69.0,28.0
MUJI Animals Set,0.0,0.0
MUJI Colour Paper Pad and Perforation Grid,0.0,0.0
Vladek (USA version with 3 Cards),50.0,2.0
"Vladek (USA version with 6 Cards, Target Promo)",53.0,2.0
"King Mathias (Series 1) Limited Edition with Map and Cape, European",42.0,0.0
Supplementary Set,87.0,0.0
Sir Danju,42.0,0.0
Sir Jayko,44.0,0.0
Sir Rascus,44.0,0.0
Sir Santis,44.0,0.0
Lord Vladek,44.0,0.0
King Mathias (Series 2),43.0,0.0
Knights' Castle Wall,176.0,2.0
Power Functions AAA Battery Box,1.0,0.0
Competition Racers with Stopwatch,0.0,0.0
World Cup German Starter Set,1.0,0.0
World Cup Dutch Starter Set,1.0,0.0
World Cup UK Starter Set,1.0,0.0
Vladek's Siege Engine,187.0,6.0
Exclusive Roboriders Pack,0.0,0.0
Exclusive Roboriders Pack,0.0,0.0
Exclusive Roboriders Pack,0.0,0.0
Power Functions Train Motor,7.0,0.0
Power Functions L-Motor,1.0,0.0
Power Functions Servo Motor,1.0,0.0
Supplementary Set,22.0,0.0
Knights' Attack Barge,165.0,2.0
Dark Fortress Landing,137.0,9.0
Minifigure Series 3 [Random Bag],0.0,0.0
Fisherman - Complete Set,9.0,0.0
Tennis Player - Complete Set,6.0,0.0
Race Car Driver - Complete Set,6.0,1.0
Gorilla Suit Guy - Complete Set,6.0,0.0
Space Alien - Complete Set,5.0,1.0
Hula Dancer - Complete Set,8.0,0.0
Rapper - Complete Set,7.0,0.0
Baseball Player - Complete Set,6.0,0.0
Collectable Minifigures - LEGO Minifigures Series 3 - Complete,0.0,0.0
Minifigure Series 3 (Box of 60),0.0,0.0
Pilot - Complete Set,7.0,0.0
Tribal Chief - Complete Set,6.0,0.0
Samurai Warrior - Complete Set,7.0,0.0
Snowboarder - Complete Set,7.0,0.0
Space Villain - Complete Set,6.0,2.0
Sumo Wrestler - Complete Set,6.0,0.0
Mummy - Complete Set,5.0,0.0
Elf - Complete Set,8.0,0.0
Minifigure Series 4 [Random Bag],0.0,0.0
Lawn Gnome - Complete Set,8.0,0.0
Sailor - Complete Set,6.0,0.0
Soccer Player - Complete Set,8.0,0.0
Werewolf - Complete Set,6.0,0.0
Hazmat Guy - Complete Set,6.0,0.0
Artist - Complete Set,7.0,0.0
Ice Skater - Complete Set,8.0,0.0
Crazy Scientist - Complete Set,5.0,1.0
Collectable Minifigures - LEGO Minifigures Series 4 - Complete,0.0,0.0
Minifigure Series 4 (Box of 60),0.0,0.0
Kimono Girl - Complete Set,6.0,0.0
Musketeer - Complete Set,7.0,0.0
Punk Rocker - Complete Set,6.0,0.0
Surfer Girl - Complete Set,6.0,0.0
Viking - Complete Set,10.0,0.0
The Monster - Complete Set,5.0,0.0
Hockey Player - Complete Set,11.0,0.0
Street Skater - Complete Set,8.0,0.0
Minifigure Series 5 [Random Bag],0.0,0.0
Graduate - Complete Set,7.0,0.0
Fitness Instructor - Complete Set,6.0,0.0
Detective - Complete Set,6.0,0.0
Evil Dwarf - Complete Set,10.0,0.0
Boxer - Complete Set,5.0,0.0
Egyptian Queen - Complete Set,6.0,0.0
Gangster - Complete Set,7.0,0.0
Snowboarder Guy - Complete Set,6.0,0.0
Collectable Minifigures - LEGO Minifigures Series 5 - Complete,0.0,0.0
Minifigure Series 5 (Box of 60),0.0,0.0
Gladiator - Complete Set,7.0,0.0
Royal Guard - Complete Set,6.0,0.0
Ice Fisherman - Complete Set,8.0,0.0
Cave Woman - Complete Set,7.0,0.0
Lizard Man - Complete Set,6.0,0.0
Zookeeper - Complete Set,7.0,0.0
Lumberjack - Complete Set,6.0,0.0
Small Clown - Complete Set,6.0,0.0
F1 Racer,93.0,0.0
"King Mathias (Series 1) Limited Edition with Map and Cape, US",45.0,0.0
Cafe Racer,74.0,6.0
Toa Lhikan & Kikanalo,216.0,3.0
Aero Hawk II,148.0,0.0
Battle at the Pass,370.0,14.0
Speedway Bandit,78.0,0.0
Off-Road Rambler,185.0,0.0
Baja Blaster,119.0,0.0
Mountain Rambler,139.0,0.0
Rogue Knight Battleship,158.0,1.0
Gargoyle Bridge,238.0,2.0
Mistlands Tower,431.0,14.0
Hovercraft,197.0,0.0
Night Chopper,115.0,1.0
ATX Sport Cycle,92.0,7.0
Minifigure Series 6 [Random Bag],0.0,0.0
Classic Alien - Complete Set,5.0,1.0
Roman Soldier - Complete Set,7.0,0.0
Surgeon - Complete Set,6.0,1.0
Skater Girl - Complete Set,8.0,0.0
Intergalactic Girl - Complete Set,7.0,2.0
Butcher - Complete Set,7.0,0.0
Mechanic - Complete Set,7.0,0.0
Genie - Complete Set,7.0,0.0
Collectable Minifigures - LEGO Minifigures Series 6 - Complete,0.0,0.0
Minifigure Series 6 (Box of 60),0.0,0.0
Highland Battler - Complete Set,7.0,0.0
Sleepyhead - Complete Set,6.0,0.0
Lady Liberty - Complete Set,7.0,1.0
Bandit - Complete Set,8.0,0.0
Flamenco Dancer - Complete Set,6.0,0.0
Clockwork Robot - Complete Set,6.0,0.0
Minotaur - Complete Set,8.0,0.0
Leprechaun - Complete Set,9.0,0.0
Front End Loader,174.0,1.0
Dune Blaster,277.0,0.0
Rally 6-wheeler,168.0,1.0
Minifigure Series 7 [Random Bag],0.0,0.0
Swimming Champion - Complete Set,6.0,0.0
Jungle Boy - Complete Set,8.0,0.0
Hippie - Complete Set,10.0,0.0
Computer Programmer - Complete Set,7.0,0.0
Viking Woman - Complete Set,9.0,0.0
Evil Knight - Complete Set,8.0,0.0
Rocker Girl - Complete Set,6.0,0.0
Grandma Visitor - Complete Set,7.0,0.0
LEGO Minifigures Series 7 - Complete,0.0,0.0
Minifigure Series 7 (Box of 60),0.0,0.0
Aztec Warrior - Complete Set,7.0,0.0
Bunny Suit Guy - Complete Set,7.0,0.0
Bride - Complete Set,12.0,0.0
Ocean King - Complete Set,7.0,0.0
Bagpiper - Complete Set,7.0,0.0
Daredevil - Complete Set,7.0,1.0
Galaxy Patrol - Complete Set,7.0,0.0
Tennis Ace - Complete Set,6.0,0.0
Roadster,86.0,0.0
Minifigure Series 8 [Random Bag],0.0,0.0
Evil Robot - Complete Set,7.0,1.0
Santa - Complete Set,7.0,0.0
Vampire Bat - Complete Set,5.0,0.0
DJ - Complete Set,7.0,0.0
Red Cheerleader - Complete Set,7.0,0.0
Actor - Complete Set,7.0,0.0
Pirate Captain - Complete Set,7.0,0.0
Alien Villainess - Complete Set,8.0,2.0
LEGO Minifigures Series 8 - Complete,0.0,0.0
Minifigure Series 8 (Box of 60),0.0,0.0
Conquistador - Complete Set,8.0,0.0
Lederhosen Guy - Complete Set,8.0,0.0
Cowgirl - Complete Set,6.0,0.0
Football Player - Complete Set,8.0,0.0
Diver - Complete Set,8.0,0.0
Downhill Skier - Complete Set,9.0,0.0
Businessman - Complete Set,7.0,0.0
Fairy - Complete Set,6.0,2.0
Forklift,243.0,1.0
Sky Ranger,270.0,3.0
Pneumatic Excavator,256.0,1.0
Shock Cycle,251.0,0.0
Supply Ship,529.0,2.0
Rally Shock n' Roll Racer,228.0,1.0
Desert Racer,180.0,0.0
Go-Cart,280.0,0.0
Fork Lift Truck,272.0,0.0
Helicopter,319.0,1.0
Dune Buggy,176.0,0.0
Tow Truck,378.0,2.0
Dragster,252.0,0.0
Power Truck,394.0,4.0
Tractor,347.0,0.0
Rally Support Truck,358.0,2.0
Space Scooter,16.0,5.0
Excavator,367.0,0.0
Robot,325.0,2.0
Excavator / Digger,328.0,1.0
Power Crane,515.0,1.0
Prop Plane,567.0,3.0
Whirlwind Rescue,521.0,4.0
Street Chopper / Trike,378.0,5.0
LEGO Motorcycle,404.0,5.0
Rebel Wrecker,451.0,1.0
Auto Engines,242.0,0.0
Tractor,601.0,14.0
Car Chassis,676.0,0.0
Space Buggy,19.0,1.0
Backhoe Grader,678.0,1.0
Blizzard's Peak,518.0,15.0
Desert of Destruction,980.0,37.0
Test Car,906.0,4.0
Train Motor (RC),7.0,0.0
Flexible Train Track,64.0,0.0
Airtech Claw Rig,992.0,1.0
Power Functions Control Switch,1.0,0.0
Power Functions Light,1.0,0.0
Power Functions Extension Wire 50cm,1.0,0.0
Forklift Transporter,760.0,3.0
Fireball Catapult,49.0,1.0
Battle Wagon,121.0,6.0
King's Siege Tower,130.0,1.0
Scorpion Prison Cave,268.0,11.0
Vladek's Dark Fortress,965.0,30.0
Rechargeable Battery Box,1.0,0.0
IR Speed Remote Control,1.0,0.0
Super Car,2688.0,20.0
Power Functions Battery Box,1.0,0.0
Power Functions XL-Motor,1.0,0.0
Power Functions M-Motor,1.0,0.0
Power Functions IR Receiver,1.0,0.0
Power Functions IR Remote Control,1.0,0.0
Power Functions Extension Wire,1.0,0.0
Power Functions Transformer 10VDC,1.0,0.0
Idea Book 8888,1.0,0.0
Idea Book 8889,1.0,0.0
Idea Book 8890,1.0,0.0
Radar Truck,29.0,0.0
"Idea Book 8891, Technic",1.0,0.0
Piraka Outpost,212.0,4.0
Lava Chamber Gate,366.0,15.0
Piraka Stronghold,653.0,12.0
Snake Canyon,55.0,6.0
Jagged Jaws Reef,188.0,7.0
Wreckage Road,261.0,18.0
Gator Swamp,340.0,7.0
Reidak,37.0,5.0
Windup Motor,10.0,0.0
Hakann,37.0,6.0
"Lockable Storage Box, Empty",1.0,0.0
Vezok,37.0,5.0
Zaktan,37.0,5.0
Avak,37.0,5.0
Thok,37.0,6.0
Rock Hacker,28.0,1.0
Monster Launcher,13.0,2.0
Team GB Minifigures [Random Bag],0.0,0.0
Brawny Boxer - Team GB,6.0,0.0
Team GB Minifigures - Complete Set,0.0,0.0
Team GB Minifigures - Sealed Box,0.0,0.0
Stealth Swimmer - Team GB Complete Set with Stand and Accessories,6.0,0.0
Relay Runner - Team GB Complete Set with Stand and Accessories,7.0,0.0
Judo Fighter - Team GB Complete Set with Stand and Accessories,6.0,0.0
Tactical Tennis Player - Team GB Complete Set with Stand and Accessories,7.0,0.0
Flexible Gymnast - Team GB Complete Set with Stand and Accessories,9.0,0.0
Wondrous Weightlifter - Team GB Complete Set with Stand and Accessories,9.0,0.0
Horseback Rider - Team GB Complete Set with Stand and Accessories,6.0,0.0
Agile Archer - Team GB Complete Set with Stand and Accessories,7.0,0.0
Toa Mahri Kongu,61.0,2.0
Two-Man Scooter,36.0,3.0
Toa Mahri Jaller,66.0,3.0
Toa Mahri Hewkii,62.0,1.0
Toa Mahri Nuparu,55.0,4.0
Toa Mahri Hahli,56.0,3.0
Ninjago Kai,9.0,0.0
Cole polybag,11.0,0.0
Weapon Rack,25.0,0.0
Jay,9.0,0.0
Zane foil pack,9.0,0.0
Toa Mahri Matoro,61.0,2.0
Takadox,48.0,16.0
Clouse foil pack,5.0,3.0
Cole foil pack,16.0,0.0
Kai’s dragon,15.0,6.0
Kalmah,49.0,5.0
Carapar,47.0,4.0
Mantax,55.0,4.0
Ehlek,47.0,8.0
Pridak,43.0,4.0
Gadunka,177.0,5.0
Hydraxon,171.0,1.0
Maxilos and Spinax,257.0,8.0
Barraki Deepsea Patrol,191.0,16.0
Toa Undersea Attack,348.0,21.0
Toa Terrain Crawler,594.0,24.0
Defilak,36.0,2.0
Dekar,36.0,2.0
Thulox,39.0,2.0
Morak,37.0,5.0
Squid Ammo,0.0,7.0
Nocturn,98.0,23.0
Lesovikk,153.0,2.0
Karzahni,366.0,16.0
Mobile Ground Tracking Station,72.0,7.0
Rockoh T3,396.0,6.0
Jetrax T6,425.0,5.0
Jetrax T6 Limited Edition,425.0,5.0
Axalara T9,701.0,8.0
Tanma,13.0,1.0
Solek,13.0,1.0
Photok,13.0,1.0
Radiak,15.0,1.0
Gavla,13.0,1.0
Kirop,13.0,1.0
Windup Motor,10.0,0.0
Mutran & Vican,83.0,8.0
Makuta Icarax,152.0,7.0
Mazeka,309.0,1.0
Stone Chopper,33.0,3.0
Mine Mech,68.0,3.0
Granite Grinder,96.0,6.0
Claw Digger,200.0,8.0
Thunder Driller,246.0,6.0
Crystal Sweeper,461.0,33.0
Crystal King,163.0,12.0
Rock Wrecker,211.0,20.0
Titanium Command Rig,696.0,37.0
Gold Tooth's Getaway,71.0,0.0
River Heist,206.0,3.0
4-Wheeling Pursuit,308.0,23.0
Robo Attack,409.0,20.0
Mobile Rocket Launcher,75.0,2.0
Aerial Defense Unit,702.0,21.0
Atakus,12.0,1.0
Raanu,13.0,1.0
Tarduk,16.0,1.0
Berix,14.0,1.0
Metus,13.0,1.0
Zesk,15.0,1.0
Skrall,50.0,1.0
Malum,59.0,1.0
Gresh,55.0,1.0
Tarix,57.0,1.0
Strakk,47.0,1.0
Vorox,51.0,1.0
Stronius,55.0,1.0
Ackar,55.0,2.0
Vastus,53.0,2.0
Kiina,43.0,1.0
Gelu,52.0,1.0
Mata Nui,53.0,1.0
Fero and Skirmix,147.0,3.0
Tuma,188.0,1.0
Cendox V1,154.0,1.0
Kaxium V3,257.0,2.0
Baranus V7,266.0,7.0
Thornatus V9,445.0,1.0
Skopio XV-1,866.0,1.0
Toa Mata Nui,365.0,1.0
Universal Motor Set,24.0,0.0
Medium Blue Storage Bin (16.5in x 12in x 6in),0.0,1.0
4 Small Wheels with Accessories,12.0,0.0
4.5V Motor Set,31.0,0.0
2 Large Wheels with Accessories,7.0,0.0
Krait Polybag,7.0,0.0
Educational Box - Empty,1.0,0.0
LEGO Soft Starter Set,84.0,0.0
5 Turntables,5.0,0.0
Medium set of Soft Bricks,52.0,0.0
Extra Soft Bricks,32.0,0.0
Soft Brick Activity Set,7.0,0.0
Duplo Bulk Set,144.0,0.0
Train Wheels and Couplers,10.0,0.0
12 doors and 5 hinges,17.0,0.0
Tubes Experiment Set,150.0,0.0
XL Duplo Bulk Set,564.0,0.0
Playhouse Set,125.0,0.0
Crazy Demon,86.0,7.0
Bone Cruncher,86.0,6.0
Star Striker,92.0,1.0
Nitro Predator,86.0,4.0
Universal Building Set,114.0,2.0
Universal Building Set,309.0,9.0
Universal Building Set,391.0,10.0
Null Set-Use SW911506-1,1.0,0.0
Naboo Starfighter,33.0,1.0
AAT,37.0,0.0
TIE Bomber,24.0,2.0
Yoda's Hut,27.0,2.0
AT-AT,48.0,0.0
Flash Speeder,41.0,2.0
Universal Building Set,459.0,12.0
"Windows, Red",10.0,0.0
"Windows, White",10.0,0.0
6 bricks with 16 and 20 studs and 3 Angle Bricks White/Red,9.0,0.0
6 bricks with 16 and 20 studs and 3 Angle Bricks Blue/Yellow,9.0,0.0
Space Transport,80.0,6.0
21 8-Stud Bricks,105.0,21.0
21 Black 2x4 Bricks,21.0,0.0
21 Blue 2x4 Bricks,21.0,0.0
21 Red 2x4 Bricks,21.0,0.0
21 Trans-Clear 2x4 Bricks,0.0,21.0
21 White 2x4 Bricks,21.0,0.0
21 Yellow 2x4 Bricks,21.0,0.0
"31 bricks with 2, 4 and 6 studs",155.0,31.0
Trees & Flowers,22.0,0.0
Alpha-1 Rocket Base,166.0,21.0
Community Services Set,126.0,4.0
Dinosaurs Set,91.0,4.0
Farm Set,150.0,0.0
Wild Animals Set,92.0,4.0
"28 Bricks with 1, 2, 4, 6 and 8 Studs [Red/White]",28.0,0.0
"28 Bricks with 1, 2, 4, 6 and 8 Studs [Blue/Yellow]",28.0,0.0
Duplo World People,16.0,0.0
"28 Bricks with 1, 2, 4, 6 and 8 Studs [Black/Trans-Clear]",14.0,14.0
Duplo Community People,20.0,0.0
Farm,104.0,0.0
Duplo Town Set,204.0,0.0
"50 bricks, curved and round",125.0,25.0
Space Cruiser,158.0,14.0
Wheels Set,360.0,0.0
Doors Windows and Roof Tiles,255.0,15.0
Community Workers,113.0,28.0
Community Workers,196.0,30.0
Bonus Lego Basic Town,0.0,0.0
LEGO Basic Airport,0.0,0.0
Lego Basic Just Bricks,576.0,0.0
Basic Set,185.0,0.0
"Faces, Fences, Wheels and Windows",110.0,0.0
Command Centre (Center),164.0,13.0
Small Lego System Baseplates,9.0,0.0
Giant Lego Dacta Basic Set,1417.0,0.0
Galaxy Explorer,309.0,33.0
Large Building Plates,4.0,0.0
Bonus Lego Basic Town,2452.0,26.0
Community Workers,72.0,8.0
Magnetic Train Couplers,4.0,0.0
Red Bricks,45.0,0.0
Road Signs,156.0,16.0
Creator Community Builders,1632.0,58.0
Creator Community Builders,1142.0,42.0
Jack Stone Transportation,0.0,0.0
Creator Bulk,514.0,96.0
Dinosaurs Set,0.0,0.0
White Bricks,45.0,0.0
City Buildings Set,793.0,35.0
Rescue Service Set,1436.0,79.0
Voyage into Space,509.0,128.0
Blue and Yellow Bricks,45.0,0.0
Town Developers Set,1626.0,209.0
Micro Building Set,1449.0,208.0
Doors and Windows,38.0,0.0
BuildToExpress Set,185.0,22.0
Vehicles,864.0,70.0
Animals,1088.0,2.0
Space & Airport Set,1139.0,52.0
Harbor Set,895.0,16.0
LEGO SERIOUS Play mini-kit,52.0,5.0
"Roof Bricks, 45 Degrees",58.0,0.0
Community Minifigures,255.0,9.0
Fairytale and Historic Minifigures,238.0,7.0
"Roof Bricks, 33 Degrees",43.0,0.0
Dacta Theme Set,878.0,22.0
Town Street Theme,443.0,45.0
Dacta Space Theme Set,511.0,48.0
Town Environment,633.0,8.0
{Roadplates and Scenery},85.0,0.0
Wheels and Tires,20.0,0.0
People,140.0,34.0
Road Plates,8.0,0.0
Hospital,528.0,59.0
Lego Dacta Community Vehicles,646.0,93.0
Lego Dacta Community Vehicles,0.0,0.0
Lego System Road Plates,10.0,0.0
Doors and Fences,34.0,0.0
Town Vehicles,313.0,40.0
Lego System Road Plates,0.0,0.0
Lego Dacta Castle Set,330.0,8.0
Lego Dacta Adventurers Set,0.0,0.0
Lego Technic Racers,0.0,0.0
"Plates, Hinges and Turntables",17.0,0.0
Bricks,884.0,0.0
Sceneries Set,1164.0,71.0
Doors Windows & Roof Tiles,278.0,0.0
Wheels Set,278.0,8.0
Small building plates,22.0,0.0
Community Starter Set,1863.0,44.0
Mini Tow Truck,140.0,3.0
"Flags, Trees and Road Signs",17.0,0.0
Mini Crane,223.0,3.0
Quad Bike,201.0,3.0
Tractor,354.0,8.0
Jet Plane,517.0,0.0
Pick-Up Tow Truck,937.0,30.0
Helicopter,1065.0,0.0
Logging Truck,1306.0,19.0
4 x 4 Crawler,1335.0,13.0
"Flags, Signs and Trees",17.0,0.0
Black and Clear Bricks,30.0,18.0
Venomari Shrine,79.0,12.0
Kai’s Blade Cycle,192.0,7.0
Jay's Storm Fighter,237.0,13.0
Rattlecopter,303.0,7.0
Cole’s Tread Assault,289.0,6.0
Fangpyre Truck Ambush,461.0,7.0
Destiny's Bounty,694.0,9.0
Lasha's Bite Cycle,247.0,17.0
Samurai Mech,456.0,14.0
Ultra Sonic Raider,616.0,33.0
Epic Dragon Battle,874.0,49.0
Giant Lego Topic Set,2095.0,100.0
Universal School Set,683.0,16.0
Function Set,296.0,54.0
Fangpyre Mech,249.0,2.0
Spinner Battle Arena,404.0,26.0
Crane Wrecking Ball,415.0,17.0
The Swamp Creature,64.0,13.0
The Mummy,91.0,6.0
The Werewolf,238.0,14.0
The Vampire Hearse,299.0,25.0
The Zombies,437.0,28.0
The Crazy Scientist & His Monster,412.0,35.0
The Ghost Train,736.0,36.0
The Vampyre Castle,942.0,29.0
Gandalf Arrives,85.0,0.0
Shelob Attacks,239.0,1.0
Uruk-hai Army,263.0,2.0
Attack on Weathertop,441.0,7.0
The Mines of Moria,793.0,10.0
The Battle of Helm’s Deep,1394.0,15.0
The Orc Forge,362.0,14.0
Fransesco Bernoulli,49.0,0.0
Ivan Mater,50.0,5.0
Finn McMissile,51.0,7.0
Go-Kart,211.0,0.0
Jeff Gorvette,51.0,6.0
